ano;cod_ies;nome_ies;sigla_ies;categoria_adm;organizacao_acad;uf;igc_continuo;igc_faixa;nome_google_place;latitude;longitude;endereco;endereco_detalhe
2018;1;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;Pública Federal;Universidade;MT;3,16486;4;Universidade Federal de Mato Grosso;-15.6122341;-56.06969789999999;R. Quarenta e Nove, 2367 - Boa Esperança, Cuiabá - MT, 78060-900, Brasil;9WQJ+44 Boa Esperança, Cuiabá - MT
2018;2;UNIVERSIDADE DE BRASÍLIA;UNB;Pública Federal;Universidade;DF;3,94404;4;Universidade de Brasília;-15.7631573;-47.8706311;UnB - Brasília, DF, 70910-900, Brasil;64PH+PP Brasília, DF
2018;3;UNIVERSIDADE FEDERAL DE SERGIPE;UFS;Pública Federal;Universidade;SE;3,27842;4;Universidade Federal de Sergipe Campus São Cristóvão;-10.9264467;-37.102553;Av. Marechal Rondon, s/n - Jardim Rosa Elze, São Cristóvão - SE, 49100-000, Brasil;3VFW+CX Aracaju, SE
2018;4;UNIVERSIDADE FEDERAL DO AMAZONAS;UFAM;Pública Federal;Universidade;AM;2,95312;4;UFAM;-3.1002387;-59.9765537;Av. General Rodrigo Octavio Jordão Ramos, 1200 - Coroado I, Manaus - AM, 69067-005, Brasil;V2XF+W9 Coroado, Manaus - AM
2018;5;UNIVERSIDADE FEDERAL DO PIAUÍ;UFPI;Pública Federal;Universidade;PI;2,90769;3;Universidade Federal do Piauí;-5.0586047;-42.7985212;Campus Universitário Ministro Petrônio Portella - Ininga, Teresina - PI, 64049-550, Brasil;W6R2+HH Ininga, Teresina - PI
2018;6;UNIVERSIDADE FEDERAL DE OURO PRETO;UFOP;Pública Federal;Universidade;MG;3,40643;4;Universidade Federal de Ouro Preto - UFOP;-20.3969645;-43.5095303;Rua Professor Paulo Magalhães Gomes, 122 - Bauxita, Ouro Preto - MG, 35400-000, Brasil;JF3R+65 Bauxita, Ouro Preto - MG
2018;7;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;Pública Federal;Universidade;SP;4,0368;5;UFSCar - Universidade Federal de São Carlos;-21.9838521;-47.8815359;Rod. Washington Luiz, s/n, São Carlos - SP, 13565-905, Brasil;2489+F9 São Carlos, SP
2018;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;Pública Federal;Universidade;MG;4,06704;5;UFV;-20.7610693;-42.8701632;Av. Peter Henry Rolfs, s/n - Campus Universitário, Viçosa - MG, 36570-900, Brasil;64QH+HW Bela Vista, Viçosa - MG
2018;9;UNIVERSIDADE ESTADUAL DE LONDRINA;UEL;Pública Estadual;Universidade;PR;3,69456;4;Universidade Estadual de Londrina;-23.3241912;-51.2003547;Rodovia Celso Garcia Cid - Pr 445 Km 380 Cx. Postal 10.011 - Campus Universitário, PR, 86057-970, Brasil;MQGX+8V Campus Universitário, Londrina - PR
2018;10;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;PUCPR;Privada sem fins lucrativos;Universidade;PR;3,41294;4;Pontifícia Universidade Católica do Paraná;-25.4518669;-49.2511097;R. Imac. Conceição, 1155 - Prado Velho, Curitiba - PR, 80215-901, Brasil;GPXX+7H Prado Velho - Matriz, Curitiba - PR
2018;11;UNIVERSIDADE CATÓLICA DE PERNAMBUCO;UNICAP;Privada sem fins lucrativos;Universidade;PE;2,80491;3;Universidade Católica De Pernambuco;-8.054895499999999;-34.8877622;R. do Príncipe, 526 - Boa Vista, Recife - PE, 50050-900, Brasil;W4W6+2V Boa Vista, Recife - PE
2018;12;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;Pública Federal;Universidade;RS;3,43087;4;Universidade Federal do Rio Grande, Campus Carreiros;-32.0680354;-52.161541;Av. Itália, s/n - Km 8 - Carreiros, Rio Grande - RS, Brasil;WRJQ+Q9 Rio Grande - Carreiros, Rio Grande - RS
2018;13;UNIVERSIDADE DE CAXIAS DO SUL;UCS;Privada sem fins lucrativos;Universidade;RS;3,01539;4;Universidade de Caxias do Sul - Cidade Universitária;-29.1611314;-51.1532777;Campus Sede, R. Francisco Getúlio Vargas, 1130 - Petrópolis, Caxias do Sul - RS, Brasil;RRQW+GM Petrópolis, Caxias do Sul - RS
2018;14;UNIVERSIDADE DO VALE DO RIO DOS SINOS;UNISINOS;Privada sem fins lucrativos;Universidade;RS;3,60814;4;Universidade do Vale do Rio dos Sinos - Campus São Leopoldo;-29.7955145;-51.1521175;Av. Unisinos, 950 - Cristo Rei, São Leopoldo - RS, 93022-750, Brasil;6R3X+Q5 Cristo Rei, São Leopoldo - RS
2018;15;UNIVERSIDADE CATÓLICA DE PETRÓPOLIS;UCP;Privada sem fins lucrativos;Universidade;RJ;2,77089;3;Universidade Católica de Petrópolis;-22.510821;-43.1844264;R. Barão do Amazonas, 124 - Centro, Petrópolis - RJ, 25685-100, Brasil;FRQ8+M6 Centro, Petrópolis - RJ
2018;17;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;Pública Federal;Universidade;MG;3,71657;4;Universidade Federal de Uberlândia;-18.918473;-48.2581763;Av. João Naves de Ávila, 2121 - Santa Mônica, Uberlândia - MG, 38408-100, Brasil;3PJR+JP Santa Mônica, Uberlândia - MG
2018;18;UNIVERSIDADE CATÓLICA DE PELOTAS;UCPEL;Privada sem fins lucrativos;Universidade;RS;2,73943;3;Universidade Católica de Pelotas, Campus I;-31.774458;-52.34129069999999;R. Gonçalves Chaves, 373 - Centro, Pelotas - RS, 96015-560, Brasil;6MG5+6F Centro, Pelotas - RS
2018;19;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;PUC-CAMPINAS;Privada sem fins lucrativos;Universidade;SP;2,77658;3;Pontifícia Universidade Católica de Campinas;-22.8335856;-47.04888330000001;Rua Professor Dr. Euryclides de Jesus Zerbini, 1516 - Parque Rural Fazenda Santa Cândida, Campinas - SP, 13087-571, Brasil;5X82+HC Parque Rural Fazenda Santa Cândida, Campinas - SP
2018;20;UNIVERSIDADE DE PASSO FUNDO;UPF;Privada sem fins lucrativos;Universidade;RS;2,82491;3;Universidade de Passo Fundo;-28.234493;-52.38044;Av. Brasil Leste, 285 - São José, Passo Fundo - RS, 99052-900, Brasil;QJ89+6R São José, Passo Fundo - RS
2018;21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;PUCRS;Privada sem fins lucrativos;Universidade;RS;3,66494;4;Pontifícia Universidade Católica do Rio Grande do Sul;-30.058925;-51.1730197;Av. Ipiranga, 6681 - Partenon, Porto Alegre - RS, 90619-900, Brasil;WRRG+CQ Partenon, Porto Alegre - RS
2018;22;UNIVERSIDADE PRESBITERIANA MACKENZIE;MACKENZIE;Privada sem fins lucrativos;Universidade;SP;3,17866;4;Universidade Presbiteriana Mackenzie;-23.5481237;-46.6504377;R. da Consolação, 930 - Consolação, São Paulo - SP, 01302-907, Brasil;F82X+QR Consolação - Consolacao, São Paulo - SP
2018;23;UNIVERSIDADE FEEVALE;FEEVALE;Privada sem fins lucrativos;Universidade;RS;3,17069;4;Universidade Feevale;-29.6628672;-51.118253;RS-239, 2755 - Vila Nova, Novo Hamburgo - RS, 93525-075, Brasil;8VPJ+VM Vila Nova, Novo Hamburgo - RS
2018;24;UNIVERSIDADE ESTADUAL DE SANTA CRUZ;UESC;Pública Estadual;Universidade;BA;3,43173;4;UESC  Universidade Estadual De Santa Cruz;-14.7967668;-39.1733824;Campus Soane Nazaré de Andrade, Rod. Jorge Amado, Km 16 - Salobrinho, Ilhéus - BA, 45662-900, Brasil;6R3G+7J Salobrinho, Ilhéus - BA
2018;27;UNIVERSIDADE VALE DO RIO VERDE;UNINCOR;Privada sem fins lucrativos;Universidade;MG;2,60455;3;Universidade Vale do Rio Verde - UninCor;-21.6927201;-45.2597321;Av. Castelo Branco, 82 - Chácara das Rosas, Três Corações - MG, 37417-150, Brasil;8P4R+W4 D Noêmia - Três Corações, MG
2018;29;UNIVERSIDADE ESTADUAL DO CEARÁ;UECE;Pública Estadual;Universidade;CE;2,97963;4;UECE - Universidade Estadual do Ceará campus Itaperi;-3.7882807;-38.5533778;Av. Dr. Silas Munguba, 1700 - Itaperi, Fortaleza - CE, 60714-903, Brasil;6C6W+MJ Itaperi, Fortaleza - CE
2018;30;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;UNIFENAS;Privada sem fins lucrativos;Universidade;MG;3,22204;4;Pontifícia Universidade Católica do Paraná;-25.4518669;-49.2511097;R. Imac. Conceição, 1155 - Prado Velho, Curitiba - PR, 80215-901, Brasil;GPXX+7H Prado Velho - Matriz, Curitiba - PR
2018;32;UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL;UNCISAL;Pública Estadual;Universidade;AL;2,3227;3;Universidade Estadual de Ciências da Saúde de Alagoas;-9.6736034;-35.7587505;R. Dr. Jorge de Lima, 113 - Trapiche da Barra, Maceió - AL, 57010-300, Brasil;86GR+HF Trapiche da Barra - Cadoz, Maceió - AL
2018;33;FACULDADE DE TECNOLOGIA DE SOROCABA;FATEC SO;Pública Estadual;Faculdade;SP;3,07557;4;Faculdade de Tecnologia de Sorocaba - Fatec SO;-23.4805389;-47.4259652;Av. Eng. Carlos Reinaldo Mendes, 2015 - Além Ponte, Sorocaba - SP, 18013-280, Brasil;GH9F+QJ Além Ponte, Sorocaba - SP
2018;34;FACULDADE DE TECNOLOGIA DE SÃO PAULO;FATEC-SP;Pública Estadual;Faculdade;SP;2,76852;3;FATEC São Paulo;-23.5295777;-46.6325629;Av. Tiradentes, 615 - Bom Retiro, São Paulo - SP, 01124-060, Brasil;F9C8+5X Bom Retiro, São Paulo - SP
2018;35;FACULDADE DE TECNOLOGIA DE AMERICANA;FATEC-AM;Pública Estadual;Faculdade;SP;2,86327;3;Fatec Americana - Faculdade de Tecnologia de Americana;-22.7397892;-47.3503339;R. Emílio de Menezes, S/N - Gleba B, Americana - SP, 13469-111, Brasil;7J6X+3V Vila Louricilda, Americana - SP
2018;36;FACULDADE DE TECNOLOGIA RUBENS LARA;FATEC-BS;Pública Estadual;Faculdade;SP;2,69062;3;Fatec Rubens Lara;-23.9426535;-46.3263697;Av. Senador Feijó, 350 - Vila Matias, Santos - SP, 11015-502, Brasil;3M4F+WF Vila Matias, Santos - SP
2018;37;FACULDADE DE TECNOLOGIA DE JAHU;FATEC-JAHU;Pública Estadual;Faculdade;SP;2,40736;3;Faculdade de Tecnologia de Jahu;-22.3143979;-48.5481977;R. Frei Galvão - Jardim Pedro Ometto, Jaú - SP, 17212-599, Brasil;MFP2+6P Jardim Pedro Ometto, Jaú - SP
2018;40;UNIVERSIDADE DO ESTADO DA BAHIA;UNEB;Pública Estadual;Universidade;BA;2,90991;3;Universidade do Estado da Bahia (UNEB) - Campus IX - Barreiras;-12.1430002;-44.9629693;BR-242, KM 04 s/n - Flamengo, BA, 47802-682, Brasil;V24P+QR Flamengo, Barreiras - BA
2018;43;FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA;UDESC;Pública Estadual;Universidade;SC;3,50445;4;UDESC - Universidade do Estado de Santa Catarina;-27.5859587;-48.5023714;Av. Me. Benvenuta, 2007 - Itacorubi, Florianópolis - SC, Brasil;CF7X+J3 Itacorubi, Florianópolis - SC
2018;47;UNIVERSIDADE ESTADUAL DE GOIÁS;UEG;Pública Estadual;Universidade;GO;2,52334;3;Universidade Estadual de Goiás - UEG;-16.3812557;-48.94625509999999;Br 153 Quadra Área Km 99 Zona Rural, Anápolis - GO, 75132-903, Brasil;J393+FF Distrito Agro-Industrial de Anápolis (D A I A), Anápolis - GO
2018;54;UNIVERSIDADE ESTADUAL DE CAMPINAS;UNICAMP;Pública Estadual;Universidade;SP;4,39927;5;UNICAMP Universidade Estadual de Campinas;-22.8184393;-47.0647206;Cidade Universitária Zeferino Vaz - Barão Geraldo, Campinas - SP, 13083-970, Brasil;5WJP+J4 Campinas, SP
2018;56;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;UNESP;Pública Estadual;Universidade;SP;4,07085;5;Universidade Estadual Paulista Júlio Mesquita Filho;-23.5908525;-46.61007480000001;Rua Dom Luís Lasanha, 400 - Ipiranga, São Paulo - SP, 04266-030, Brasil;C95Q+MX Ipiranga, São Paulo - SP
2018;57;UNIVERSIDADE ESTADUAL DE MARINGÁ;UEM;Pública Estadual;Universidade;PR;3,64683;4;Universidade Estadual de Maringá;-23.404717;-51.9399913;Av. Colombo, 5790 - Zona 7, Maringá - PR, 87020-900, Brasil;H3W6+42 Zona 7, Maringá - PR
2018;58;FACULDADE DE DIREITO DE SÃO BERNARDO DO CAMPO;FDSBC;Pública Municipal;Faculdade;SP;2,60077;3;Faculdade de Direito de São Bernardo do Campo;-23.6890299;-46.5579465;R. Java, 425 - Jardim do Mar, São Bernardo do Campo - SP, 09750-650, Brasil;8C6R+9R Jardim do Mar, São Bernardo do Campo - SP
2018;59;FACULDADE DE DIREITO DE FRANCA;FDF;Pública Municipal;Faculdade;SP;2,80378;3;Faculdade de Direito de Franca;-20.536797;-47.39161559999999;Av. Maj. Nicácio, 2377 - Cidade Nova, Franca - SP, 14401-135, Brasil;FJ75+79 Cidade Nova, Franca - SP
2018;60;CENTRO UNIVERSITÁRIO MUNICIPAL DE FRANCA;UNI-FACEF;Especial;Centro Universitário;SP;2,98337;4;Uni-FACEF Centro Universitário Mun. de Franca, Unidade II;-20.5374713;-47.3894335;Av. Dr. Ismael Alonso Y Alonso, 2400 - São José, Franca - SP, 14401-426, Brasil;FJ76+26 São José, Franca - SP
2018;67;ESCOLA DE ENGENHARIA DE PIRACICABA;EEP/FUMEP;Pública Municipal;Faculdade;SP;2,49565;3;EEP - Escola de Engenharia de Piracicaba;-22.6990789;-47.6511511;Av. Monsenhor Martinho Salgot, 560 A - Areião, Piracicaba - SP, 13414-040, Brasil;882X+9G Areião, Piracicaba - SP
2018;68;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE PENÁPOLIS;FAFIPE;Pública Municipal;Faculdade;SP;2,42285;3;FUNEPE CAMPUS I;-21.4267646;-50.07046769999999;Av. São José, 400 - Vila Sao Vicente, Penápolis - SP, 16303-180, Brasil;HWFH+7R Vila Sao Vicente, Penápolis - SP
2018;71;UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE;UERN;Pública Estadual;Universidade;RN;2,89121;3;UERN - Campus Avançado de Açu;-5.5739072;-36.909096;Rua Sinhazinha Wanderley, 871 - Centro, Açu - RN, 59650-000, Brasil;C3GR+C9 Assú, Açu - RN
2018;73;CENTRO DE ENSINO SUPERIOR DE ARCOVERDE;CESA;Especial;Faculdade;PE;1,75025;2;Centro de Ensino Superior de Arcoverde;-8.4118365;-37.0687216;Rua, Av. Gumercindo Cavalcante, 420 - São Cristóvão, Arcoverde - PE, 56512-200, Brasil;HWQJ+7G São Cristóvão, Arcoverde - PE
2018;74;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE SÃO JOSÉ DO RIO PARDO;FFCL;Pública Municipal;Faculdade;SP;1,40524;2;Faculdade de Filosofia Ciência e Letras;-21.6093016;-46.8937675;Av. Brasil, 414 - Vila Bela Vista, São José do Rio Pardo - SP, 13720-000, Brasil;94R4+7F Vila Bela Vista, São José do Rio Pardo - SP
2018;76;UNIVERSIDADE REGIONAL DE BLUMENAU;FURB;Pública Municipal;Universidade;SC;2,82557;3;Fundação Universidade Regional de Blumenau FURB;-26.9056913;-49.0790634;R. Antônio da Veiga, 140 - Itoupava Seca, Blumenau - SC, 89030-903, Brasil;3WVC+P9 Itoupava Seca, Blumenau - SC
2018;77;FACULDADE DA REGIÃO DOS LAGOS;FERLAGOS;Privada sem fins lucrativos;Faculdade;RJ;3,46549;4;FAC-UNILAGOS;-22.861304;-42.325522;R. Baster Pilar, 500 - Parque Hotel, Araruama - RJ, 28970-000, Brasil;4MQF+FQ Parque Hotel, Araruama - RJ
2018;78;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ALEGRE;FAFIA;Pública Municipal;Faculdade;ES;1,86344;2;Faculdade de Filosofia Ciências e Letras de Alegre;-20.7639248;-41.5331037;R. Belo Amorim - Conceicao, Alegre - ES, 29500-000, Brasil;6FP8+CQ Conceicao, Alegre - ES
2018;79;INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE CATANDUVA;IMES CATANDUVA;Pública Municipal;Faculdade;SP;2,29558;3;Instituto Municipal de Ensino Superior - IMES Catanduva;-21.167332;-48.980739;Av. Daniel Dalto, s/n - Expansão 1, Catanduva - SP, 15800-970, Brasil;R2M9+3P Expansão 1, Catanduva - SP
2018;80;CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ;UNIDAVI;Privada sem fins lucrativos;Centro Universitário;SC;3,0897;4;Unidavi;-27.2103941;-49.64441600000001;R. Guilherme Gemballa, 13 - Jardim América, Rio do Sul - SC, 89160-932, Brasil;Q9Q4+R6 Jardim América, Rio do Sul - SC
2018;81;UNIVERSIDADE DA REGIÃO DE JOINVILLE;UNIVILLE;Privada sem fins lucrativos;Universidade;SC;2,68904;3;UNIVILLE - UNIVERSIDADE DA REGIÃO DE JOINVILLE (FURJ);-26.2517156;-48.8544997;R. Paulo Malschitzki - Zona Industrial Norte, Joinville - SC, 89219-710, Brasil;P4XW+86 Zona Industrial Norte - Pirabeiraba, Joinville - SC
2018;82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Privada sem fins lucrativos;Universidade;SC;2,92847;3;Universidade do Oeste de Santa Catarina, Campus Joaçaba;-27.167319;-51.519039;R. Getúlio Vargas, 2125 - Flor da Serra, Joaçaba - SC, 89600-000, Brasil;RFMJ+39 Joaçaba, SC
2018;83;UNIVERSIDADE DO VALE DO ITAJAÍ;UNIVALI;Privada sem fins lucrativos;Universidade;SC;3,11483;4;Universidade do Vale do Itajaí, Campus Itajaí;-26.9161329;-48.6643288;R. Uruguai, 458 - Centro, Itajaí - SC, 88302-901, Brasil;38MP+G7 Centro, Itajaí - SC
2018;84;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE MACAÉ;FAFIMA;Privada sem fins lucrativos;Faculdade;RJ;2,46441;3;Fundação Educacional Luiz Reid Fafima;-22.3768532;-41.7789014;R. Ten. Rui Lopes Ribeiro, 200 - Centro, Macaé - RJ, 27910-340, Brasil;J6FC+7C Centro - Setor Administrativo 04, Macaé - RJ
2018;87;CENTRO UNIVERSITÁRIO DE BRUSQUE;UNIFEBE;Privada sem fins lucrativos;Centro Universitário;SC;2,79137;3;Centro Universitário de Brusque - UNIFEBE;-27.068197;-48.8849741;R. Dorval Luz, 123 - Santa Terezinha, Brusque - SC, 88352-400, Brasil;W4J8+P2 Santa Terezinha, Brusque - SC
2018;93;FACULDADE DE MEDICINA DE JUNDIAÍ;FMJ;Pública Municipal;Faculdade;SP;3,54994;4;FMJ - Faculdade de Medicina de Jundiaí;-23.2004058;-46.8772962;R. Francisco Teles, 250 - Vila Arens II, Jundiaí - SP, 13202-550, Brasil;Q4XF+R3 Vila Arens II - Juniai, Jundiaí - SP
2018;95;UNIVERSIDADE ESTADUAL VALE DO ACARAÚ;UVA;Pública Estadual;Universidade;CE;2,32142;3;Universidade Estadual Vale do Acaraú - UVA;-3.6768089;-40.3401634;Av. da Universidade, 850 - Alto da Brasília, Sobral - CE, 62010-295, Brasil;8MF5+7W Alto da Brasília, Sobral - CE
2018;99;FACULDADE DE DIREITO DE CONSELHEIRO LAFAIETE;FDCL;Privada sem fins lucrativos;Faculdade;MG;1,85277;2;Faculdade de Direito de Conselheiro Lafaiete;-20.6764613;-43.7941972;Rua Lopes Franco, 1001 Blocos C/D - Carijós, Conselheiro Lafaiete - MG, 36406-119, Brasil;86F4+C8 Carijós, Conselheiro Lafaiete - MG
2018;107;UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI;UFSJ;Pública Federal;Universidade;MG;3,38775;4;Universidade Federal de São João Del Rei - Campus Dom Bosco;-21.123739;-44.2507797;Praca Doutor Augusto Chagas Viegas 17, MG, 36300-088, Brasil;VPGX+GM Vila Sao Paulo (Fabricas) - Vila Joao Lombard (Fabricas), São João del-Rei - MG
2018;109;FACULDADES INTEGRADAS RUI BARBOSA;FIRB;Privada sem fins lucrativos;Faculdade;SP;2,37058;3;Faculdades Integradas Rui Barbosa;-20.9017639;-51.3798545;Rua Rodrigues Alves, 756 - Centro, Andradina - SP, 16900-002, Brasil;3JXC+73 Centro, Andradina - SP
2018;124;UNIVERSIDADE DE ARARAQUARA;UNIARA;Privada sem fins lucrativos;Universidade;SP;2,6348;3;Universidade de Araraquara;-21.7960836;-48.1781476;R. Carlos Gomes, 1338 - Centro, Araraquara - SP, 14801-320, Brasil;6R3C+HP Centro, Araraquara - SP
2018;125;CENTRO UNIVERSITÁRIO DE ARARAS -;UNAR;Privada sem fins lucrativos;Centro Universitário;SP;2,305;3;"UNAR - Centro Universitário de Araras ""Dr. Edmundo Ulson""";-22.3486292;-47.39674549999999;Av, R. Ernâni Lacerda de Oliveira, 100 - Parque Santa Candida, Araras - SP, 13603-112, Brasil;MJ23+G8 Parque Santa Candida, Araras - SP
2018;126;INSTITUTO NACIONAL DE TELECOMUNICAÇÕES;INATEL;Privada sem fins lucrativos;Faculdade;MG;3,11275;4;Instituto Nacional de Telecomunicações - Inatel;-22.256897;-45.696977;Av. João de Camargo, 510 - Centro, Santa Rita do Sapucaí - MG, 37540-000, Brasil;P8V3+66 Centro, Santa Rita do Sapucaí - MG
2018;131;FACULDADE DE EDUCAÇÃO FÍSICA DE BARRA BONITA;FAEFI;Privada com fins lucrativos;Faculdade;SP;1,88429;2;Fundação Barra Bonita de Ensino - FunBBE;-22.4929799;-48.5520915;Rua João Gerin, 275 - Vila Operaria, Barra Bonita - SP, 17340-000, Brasil;GC4X+R5 Vila Operaria, Barra Bonita - SP
2018;135;CENTRO UNIVERSITÁRIO CLARETIANO;CEUCLAR;Privada sem fins lucrativos;Centro Universitário;SP;3,07566;4;Claretiano - Centro Universitário;-25.445062;-49.2712523;Av. Pres. Getúlio Vargas, 1193 - Rebouças, Curitiba - PR, 80250-180, Brasil;HP3H+XF Rebouças - Matriz, Curitiba - PR
2018;137;UNIVERSIDADE DO SAGRADO CORAÇÃO;USC;Privada sem fins lucrativos;Centro Universitário;SP;3,36957;4;UNISAGRADO;-22.3277078;-49.0532098;R. Irmã Arminda, 10-50 - Jardim Brasil, Bauru - SP, 17011-160, Brasil;MWCW+WP Jardim Brasil, Bauru - SP
2018;138;CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ;CBM;Privada sem fins lucrativos;Centro Universitário;SP;2,66986;3;Centro Universitário Barão de Mauá - Unidade Central;-21.1827519;-47.7970429;R. Ramos de Azevedo, 423 - Jardim Paulista, Ribeirão Preto - SP, 14090-062, Brasil;R683+V5 Jardim Paulista, Ribeirão Preto - SP
2018;139;FACULDADE DE CIÊNCIAS ECONÔMICAS DO TRIÂNGULO MINEIRO;FCETM;Privada sem fins lucrativos;Faculdade;MG;2,45191;3;FCETM - Faculdade de Clências Econômicas do Triángulo Mineiro;-19.7543708;-47.9637105;Rua Ronan Martins Marquez, 487 - Universitário, Uberaba - MG, 38050-600, Brasil;62WP+7G Universitário, Uberaba - MG
2018;140;UNIVERSIDADE DE VASSOURAS;;Privada sem fins lucrativos;Universidade;RJ;2,82843;3;Universidade de Vassouras;-22.4092606;-43.6640226;Av. Expedicionário Osvaldo de Almeida Ramos, 280 - Centro, Vassouras - RJ, 27700-000, Brasil;H8RP+79 Centro, Vassouras - RJ
2018;141;FACULDADE DE DIREITO DE VARGINHA - FADIVA;FADIVA;Privada sem fins lucrativos;Faculdade;MG;2,18208;3;FADIVA;-21.5606298;-45.4446889;R. José Gonçalves Pereira, 112 - Vila Pinto, Varginha - MG, 37010-500, Brasil;CHQ4+P4 Vila Pinto, Varginha - MG
2018;142;CENTRO UNIVERSITÁRIO DO TRIÂNGULO;UNITRI;Privada sem fins lucrativos;Centro Universitário;MG;2,36078;3;Centro Universitário do Triângulo Psicologia;-18.9568902;-48.2721192;Av. Nicomedes Alves dos Santos, 4545 - Gávea, Uberlândia - MG, 38411-106, Brasil;2PVH+65 Gávea, Uberlândia - MG
2018;143;UNIVERSIDADE DE UBERABA;UNIUBE;Privada sem fins lucrativos;Universidade;MG;2,35578;3;Uniube - Universidade de Uberaba, Campus Aeroporto;-19.7580403;-47.963857;Av. Nenê Sabino, 1801 - Universitário, Uberaba - MG, 38055-500, Brasil;62RP+QF Universitário, Uberaba - MG
2018;144;FACULDADE DE CIÊNCIAS HUMANAS DE OLINDA;FACHO;Privada sem fins lucrativos;Faculdade;PE;2,53674;3;FACHO;-7.9880167;-34.8567275;Rod. PE-015 KM 3, 6 - Santa Tereza, Olinda - PE, 53330-740, Brasil;246V+Q8 Santa Tereza, Olinda - PE
2018;146;CENTRO UNIVERSITÁRIO DE RIO PRETO;UNIRP;Privada com fins lucrativos;Centro Universitário;SP;2,57109;3;UNIRP - Centro Universitário de Rio Preto;-20.8084571;-49.3910534;R. Ivete Gabriel Atique, 45 - Vila Maria, São José do Rio Preto - SP, 15025-400, Brasil;5JR5+JH Vila Maria, São José do Rio Preto - SP
2018;149;FACULDADE DE MEDICINA DE SÃO JOSÉ DO RIO PRETO;FAMERP;Pública Estadual;Faculdade;SP;3,81358;4;FAMERP;-20.8276702;-49.3963014;Av. Brg. Faria Lima, 5416 - Vila Sao Pedro, São José do Rio Preto - SP, 15090-000, Brasil;5JC3+WF Vila Sao Pedro, São José do Rio Preto - SP
2018;150;UNIVERSIDADE DE SOROCABA;UNISO;Privada sem fins lucrativos;Universidade;SP;2,67008;3;Universidade de Sorocaba - Cidade Universitária Prof. Aldo Vannucchi;-23.5002693;-47.398606;SP-270, km 92,5 - Vila Artura, SP, 18023-000, Brasil;FJX2+VH Sorocaba, SP
2018;151;ESCOLA DE ADMINISTRAÇÃO DE EMPRESAS DE SÃO PAULO;FGV-EAESP;Privada sem fins lucrativos;Faculdade;SP;4,03064;5;FGV EAESP - Escola de Administração de Empresas de São Paulo;-23.5592595;-46.6538541;Av. 9 de julho, 2029 Edifício John F. Kennedy - Bela Vista, São Paulo - SP, 01313-902, Brasil;C8RW+7F Bela Vista, São Paulo - SP
2018;152;FACULDADE DE CIÊNCIAS CONTÁBEIS;FACIC;Privada sem fins lucrativos;Faculdade;BA;2,40951;3;Uniandrade;-25.4560393;-49.3162359;R. João Scuissiato, 001 - Santa Quiteria, Curitiba - PR, 80310-310, Brasil;GMVM+HG Santa Quiteria - Fazendinha/Portão, Curitiba - PR
2018;158;CONSERVATÓRIO BRASILEIRO DE MÚSICA - CENTRO UNIVERSITÁRIO BRASILEIRO DE EDUCAÇÃO;CBM-UniCBE;Privada sem fins lucrativos;Centro Universitário;RJ;2,45747;3;Conservatório Brasileiro de Música - Centro Universitário;-22.909255;-43.1744262;Condomínio do Edifício Lobraz - Av. Graça Aranha, 57 - Centro, Rio de Janeiro - RJ, 20030-002, Brasil;3RRG+76 Centro, Rio de Janeiro - RJ
2018;159;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE CARUARU;FAFICA;Privada sem fins lucrativos;Faculdade;PE;2,41772;3;FAFICA;-8.298712499999999;-35.974131;Av. Cícero José Dutra, s/n - Petrópolis, Caruaru - PE, 55030-340, Brasil;P22G+G8 Petrópolis, Caruaru - PE
