ano;ies;cidade;estado;regiao;categoria1;categoria2;degree;closeness;betweenness
2014;PUC MINAS;Belo Horizonte;Minas Gerais;Sudeste;Universidade;Privada sem fins lucrativos;0.022727272727272728;0.2856250471065286;0.024311783127397544
2014;FATEC/JD;Jundiaí;São Paulo;Sudeste;Faculdade;Pública Estadual;0.002066115702479339;1.2829629629629629;0.0
2014;UTP;Curitiba;Paraná;Sul;Universidade;Privada com fins lucrativos;0.002066115702479339;0.5702057613168724;0.0
2014;UNIFIEO;Osasco;São Paulo;Sudeste;Centro Universitário;Privada sem fins lucrativos;0.002066115702479339;1.2829629629629629;0.0
2014;FATIPUC;Canoas;Rio Grande do Sul;Sul;Faculdade;Privada sem fins lucrativos;0.002066115702479339;1.2829629629629629;0.0
2014;FADEP;Pato Branco;Paraná;Sul;Faculdade;Privada com fins lucrativos;0.002066115702479339;1.2829629629629629;0.0
2014;FEAN;Florianópolis;Santa Catarina;Sul;Faculdade;Privada com fins lucrativos;0.002066115702479339;0.5702057613168724;0.0
2014;FACHA;Rio de Janeiro;Rio de Janeiro;Sudeste;Faculdade;Privada sem fins lucrativos;0.002066115702479339;1.2829629629629629;0.0
2014;USP;São Paulo;São Paulo;Sudeste;Universidade;Pública Estadual;0.15702479338842976;0.36646513876801085;0.23429643399099473
2014;EEK;Belo Horizonte;Minas Gerais;Sudeste;Faculdade;Privada sem fins lucrativos;0.006198347107438017;0.20880117249055066;0.004800161911969167
2014;ISAE;Curitiba;Paraná;Sul;Faculdade;Privada sem fins lucrativos;0.01859504132231405;0.29253052969601534;0.03482152351062762
2014;ISESA;Ponta Grossa;Paraná;Sul;Faculdade;Pública Municipal;0.002066115702479339;1.2829629629629629;0.0
2014;Uniopet;Curitiba;Paraná;Sul;Centro Universitário;Privada com fins lucrativos;0.006198347107438017;0.26040101697244555;0.012315626468761874
2014;UFSC;Florianópolis;Santa Catarina;Sul;Universidade;Pessoa Jurídica de Direito Público - Federal;0.026859504132231406;0.2742402269405005;0.03629868933416186
2014;FATEC-SP;São Paulo;São Paulo;Sudeste;Faculdade;Pública Estadual;0.002066115702479339;0.2607880864885696;0.0
2014;UNINOVE;Mauá;São Paulo;Sudeste;Universidade;Privada sem fins lucrativos;0.008264462809917356;0.2425788941378295;0.0038337192967987104
2014;UFF;Volta Redonda;Rio de Janeiro;Sudeste;Universidade;Pessoa Jurídica de Direito Público - Federal;0.014462809917355372;0.2471929343926526;0.01254776202582182
2014;UNESP;São Paulo;São Paulo;Sudeste;Universidade;Pública Estadual;0.006198347107438017;0.27553228925824136;0.002582042080028687
2014;PROMOVE;Belo Horizonte;Minas Gerais;Sudeste;Faculdade;Privada com fins lucrativos;0.002066115702479339;0.24107892158733793;0.0
2014;FEI;São Bernardo do Campo;São Paulo;Sudeste;Centro Universitário;Privada sem fins lucrativos;0.012396694214876033;0.16011424611926553;0.014343288572886784
2014;UNICID;São Paulo;São Paulo;Sudeste;Universidade;Privada com fins lucrativos;0.002066115702479339;0.2242827551104956;0.0
2014;FDV;Vitória;Espírito Santo;Sudeste;Faculdade;Privada com fins lucrativos;0.004132231404958678;0.2149405025239635;0.0006957946328529377
2014;UNI-BH;Belo Horizonte;Minas Gerais;Sudeste;Centro Universitário;Privada com fins lucrativos;0.004132231404958678;0.2439279599376923;0.0009519562082952711
2014;UCAM;Rio de Janeiro;Rio de Janeiro;Sudeste;Universidade;Privada sem fins lucrativos;0.010330578512396695;0.283090254433538;0.013265459625912523
2014;FGVGO;Rio de Janeiro;Rio de Janeiro;Sudeste;Faculdade;Privada sem fins lucrativos;0.006198347107438017;0.6908262108262108;6.59967265623625e-05
2014;FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS APLICADAS DE PRIMAVERA DO LESTE;Primavera do Leste;Mato Grosso;Centro-oeste;Faculdade;Privada com fins lucrativos;0.002066115702479339;0.2456355410363111;0.0
2014;CES/JF;Juiz de Fora;Minas Gerais;Sudeste;Faculdade;Privada sem fins lucrativos;0.006198347107438017;1.282962962962963;1.3199345312472501e-05
2014;UNIVATES;Lajeado;Rio Grande do Sul;Sul;Universidade;Privada sem fins lucrativos;0.002066115702479339;0.19718481054811485;0.0
2014;FMS;Juiz de Fora;Minas Gerais;Sudeste;Faculdade;Privada sem fins lucrativos;0.002066115702479339;0.7697777777777777;0.0
2014;FACSPEI;Curitiba;Paraná;Sul;Faculdade;Privada sem fins lucrativos;0.004132231404958678;0.23138171471834515;0.0024022808468699953
2014;FRB;São Paulo;São Paulo;Sudeste;Faculdade;Privada sem fins lucrativos;0.002066115702479339;0.2274816015367069;0.0
2014;FACULDADE UNIÃO BANDEIRANTE;São Paulo;São Paulo;Sudeste;Faculdade;Privada com fins lucrativos;0.004132231404958678;0.25307635800243083;9.605493677743211e-05
2014;UNISUL;Florianópolis;Santa Catarina;Sul;Universidade;Privada sem fins lucrativos;0.006198347107438017;0.2091745874040956;0.009752023093536994
2014;FAMEG;Guaramirim;Santa Catarina;Sul;Centro Universitário;Privada com fins lucrativos;0.004132231404958678;0.16586640055323582;0.0011553650014269046
2014;UNIFAI;São Paulo;São Paulo;Sudeste;Centro Universitário;Privada sem fins lucrativos;0.002066115702479339;0.2242827551104956;0.0
2014;FIAP;São Paulo;São Paulo;Sudeste;Faculdade;Privada com fins lucrativos;0.006198347107438017;0.2659267679957335;0.0031397698556928006
2014;INFNET;Rio de Janeiro;Rio de Janeiro;Sudeste;Faculdade;Privada com fins lucrativos;0.004132231404958678;0.2319936333027242;0.0024022808468699953
2014;UEM;Maringá;Paraná;Sul;Universidade;Pública Estadual;0.004132231404958678;0.1858037439080595;0.0024022808468699953
2014;UNIFESP;São Paulo;São Paulo;Sudeste;Universidade;Pessoa Jurídica de Direito Público - Federal;0.004132231404958678;0.2661284568603492;0.0018299492895026402
2014;FPA;São Paulo;São Paulo;Sudeste;Faculdade;Privada sem fins lucrativos;0.002066115702479339;1.2829629629629629;0.0
2014;UNIS-MG;Varginha;Minas Gerais;Sudeste;Centro Universitário;Privada sem fins lucrativos;0.002066115702479339;0.23589268596327423;0.0
2014;UNIFIAM-FAAM;São Paulo;São Paulo;Sudeste;Centro Universitário;Privada sem fins lucrativos;0.002066115702479339;0.23416107465490182;0.0
2014;UFPE;Recife;Pernambuco;Nordeste;Universidade;Pessoa Jurídica de Direito Público - Federal;0.012396694214876033;0.2456355410363111;0.015158049098035904
2014;FGV-EAESP;São Paulo;São Paulo;Sudeste;Faculdade;Privada sem fins lucrativos;0.006198347107438017;0.25791280438836484;0.007329585110276966
2014;IFPE;Recife;Pernambuco;Nordeste;Instituto Federal de Educação, Ciência e Tecnologia;Pública Federal;0.002066115702479339;0.2039467424413661;0.0
2014;UNIFOR;Fortaleza;Ceará;Nordeste;Universidade;Privada sem fins lucrativos;0.004132231404958678;0.2611763084260293;0.0024022808468699953
2014;UFRN;Natal;Rio Grande do Norte;Nordeste;Universidade;Pessoa Jurídica de Direito Público - Federal;0.006198347107438017;1.0263703703703702;2.1998908854120837e-05
2014;IME;Rio de Janeiro;Rio de Janeiro;Sudeste;Centro Universitário;Pública Federal;0.006198347107438017;0.2185551979883964;0.001134479041851763
2014;COTEMIG;Belo Horizonte;Minas Gerais;Sudeste;Faculdade;Privada com fins lucrativos;0.002066115702479339;0.8553086419753086;0.0
2014;UNICHRISTUS;Fortaleza;Ceará;Nordeste;Centro Universitário;Privada com fins lucrativos;0.002066115702479339;1.2829629629629629;0.0
2014;UFC;Fortaleza;Ceará;Nordeste;Universidade;Pessoa Jurídica de Direito Público - Federal;0.004132231404958678;0.28104955576321217;0.0012845149688994774
2014;FDC;São Paulo;São Paulo;Sudeste;Faculdade;Privada sem fins lucrativos;0.006198347107438017;0.22145179575283713;0.0028843102510305698
2014;EEP/FUMEP;Piracicaba;São Paulo;Sudeste;Faculdade;Pública Municipal;0.002066115702479339;0.23107696435322383;0.0
2014;UNIDAVI;Rio do Sul;Santa Catarina;Sul;Centro Universitário;Privada sem fins lucrativos;0.006198347107438017;0.1927439551608736;0.004800161911969167
2014;ULBRA;Curitiba;Paraná;Sul;Universidade;Privada sem fins lucrativos;0.002066115702479339;1.2829629629629629;0.0
2014;UNIFEMM;Sete Lagoas;Minas Gerais;Sudeste;Centro Universitário;Privada sem fins lucrativos;0.002066115702479339;0.20537920419688052;0.0
2014;FIT;São Paulo;São Paulo;Sudeste;Faculdade;Privada sem fins lucrativos;0.002066115702479339;1.2829629629629629;0.0
2014;UNI-FACEF;Franca;São Paulo;Sudeste;Centro Universitário;Especial;0.002066115702479339;1.2829629629629629;0.0
2014;UNIFESO;Teresópolis;Rio de Janeiro;Sudeste;Centro Universitário;Privada sem fins lucrativos;0.002066115702479339;0.16362339490341354;0.0
2014;Centro Universitário UNIBTA;São Paulo;São Paulo;Sudeste;Centro Universitário;Privada com fins lucrativos;0.002066115702479339;1.2829629629629629;0.0
2014;CESCAGE;Ponta Grossa;Paraná;Sul;Faculdade;Privada com fins lucrativos;0.004132231404958678;0.9622222222222222;8.799563541648334e-06
2014;USF;Itatiba;São Paulo;Sudeste;Universidade;Privada sem fins lucrativos;0.004132231404958678;0.2276291731238212;0.0024022808468699953
2014;UCP;Petrópolis;Rio de Janeiro;Sudeste;Universidade;Privada sem fins lucrativos;0.004132231404958678;0.22851863912104875;0.00015885805669224007
2014;UNESA;Curitiba;Paraná;Sul;Universidade;Privada com fins lucrativos;0.026859504132231406;0.2860908034002204;0.058813095185792814
2014;UNIPAC;Itajubá;Minas Gerais;Sudeste;Centro Universitário;Privada sem fins lucrativos;0.004132231404958678;0.20382827207108362;0.01845832632436322
2014;FGVMG;Rio de Janeiro;Rio de Janeiro;Sudeste;Faculdade;Privada sem fins lucrativos;0.006198347107438017;0.24615248710653834;0.0031396629521219734
2014;UFRPE;Recife;Pernambuco;Nordeste;Universidade;Pessoa Jurídica de Direito Público - Federal;0.002066115702479339;0.19044253480074377;0.0
2014;UNIP;Curitiba;Paraná;Sul;Universidade;Privada com fins lucrativos;0.02066115702479339;0.2623479404638283;0.013277879861411511
2014;FACULDADE CESUSC;Florianópolis;Santa Catarina;Sul;Faculdade;Privada com fins lucrativos;0.002066115702479339;1.2829629629629629;0.0
2014;FASM;São Paulo;São Paulo;Sudeste;Faculdade;Privada sem fins lucrativos;0.002066115702479339;1.2829629629629629;0.0
2014;UEL;Londrina;Paraná;Sul;Universidade;Pública Estadual;0.006198347107438017;0.24107892158733793;0.016657573784340296
2014;FGVES;Rio de Janeiro;Rio de Janeiro;Sudeste;Faculdade;Privada sem fins lucrativos;0.002066115702479339;0.20056608766525885;0.0
2014;FGVSC;Rio de Janeiro;Rio de Janeiro;Sudeste;Faculdade;Privada sem fins lucrativos;0.010330578512396695;0.18026733643481652;0.008671811381021837
2014;FUMEC;Belo Horizonte;Minas Gerais;Sudeste;Universidade;Privada sem fins lucrativos;0.006198347107438017;0.20992543845071515;0.0024797186902882342
2014;UniMetrocamp Wyden;Campinas;São Paulo;Sudeste;Centro Universitário;Privada com fins lucrativos;0.002066115702479339;0.2374892523657329;0.0
2014;UDESC;Florianópolis;Santa Catarina;Sul;Universidade;Pública Estadual;0.006198347107438017;0.17461576032364787;0.003471132461251737
2014;UMESP;Curitiba;Paraná;Sul;Universidade;Privada sem fins lucrativos;0.006198347107438017;0.24308304147583676;0.004800161911969167
2014;FEBASP;São Paulo;São Paulo;Sudeste;Centro Universitário;Privada sem fins lucrativos;0.004132231404958678;0.2698118957096274;0.004107012550790307
2014;CBM;Ribeirão Preto;São Paulo;Sudeste;Centro Universitário;Privada sem fins lucrativos;0.002066115702479339;0.23369322035988704;0.0
2014;UFOP;Ouro Preto;Minas Gerais;Sudeste;Universidade;Pública Federal;0.002066115702479339;1.2829629629629629;0.0
2014;ITA;São José dos Campos;São Paulo;Sudeste;Faculdade;Pública Federal;0.01652892561983471;0.24291475968872991;0.013366757069054984
2014;CESUMAR;Curitiba;Paraná;Sul;Faculdade;Privada com fins lucrativos;0.002066115702479339;1.2829629629629629;0.0
2014;FAMINAS-BH;Belo Horizonte;Minas Gerais;Sudeste;Faculdade;Privada com fins lucrativos;0.002066115702479339;0.18063854330520998;0.0
2014;UFJF;Juiz de Fora;Minas Gerais;Sudeste;Universidade;Pessoa Jurídica de Direito Público - Federal;0.006198347107438017;0.21573339709214287;0.0028023299716160924
2014;UNIA;Santo André;São Paulo;Sudeste;Centro Universitário;Privada com fins lucrativos;0.004132231404958678;1.2829629629629629;4.399781770824167e-06
2014;UAM;São Paulo;São Paulo;Sudeste;Universidade;Privada com fins lucrativos;0.012396694214876033;0.29824935858085033;0.006641028353156419
2014;FFIA;São Paulo;São Paulo;Sudeste;Faculdade;Privada sem fins lucrativos;0.01859504132231405;0.2918007238007238;0.027313876458644557
2014;UFPEL;Pelotas;Rio Grande do Sul;Sul;Universidade;Pública Federal;0.004132231404958678;0.23732862385550924;0.0014826780812545644
2014;UNIOESTE;Cascavel;Paraná;Sul;Universidade;Pública Estadual;0.002066115702479339;0.8553086419753086;0.0
2014;UFPA;Belém;Pará;Norte;Universidade;Pessoa Jurídica de Direito Público - Federal;0.002066115702479339;1.2829629629629629;0.0
2014;CEFET/MG;Belo Horizonte;Minas Gerais;Sudeste;Centro Federal de Educação Tecnológica;Pessoa Jurídica de Direito Público - Federal;0.002066115702479339;0.8553086419753086;0.0
2014;FGV DIREITO SP;São Paulo;São Paulo;Sudeste;Faculdade;Privada sem fins lucrativos;0.002066115702479339;0.17780104908556899;0.0
2014;SENACSP;São Paulo;São Paulo;Sudeste;Centro Universitário;Privada sem fins lucrativos;0.010330578512396695;0.24358928869862573;0.007346512400831792
2014;UEMG;Belo Horizonte;Minas Gerais;Sudeste;Universidade;Pública Estadual;0.002066115702479339;0.2115709197288938;0.0
2014;UPE;Recife;Pernambuco;Nordeste;Universidade;Pública Estadual;0.006198347107438017;0.21599899684233326;0.004017612839158411
2014;FTEC Porto Alegre;Porto Alegre;Rio Grande do Sul;Sul;Faculdade;Privada com fins lucrativos;0.004132231404958678;1.2829629629629629;4.399781770824167e-06
2014;UNIRIO;Rio de Janeiro;Rio de Janeiro;Sudeste;Universidade;Pública Federal;0.002066115702479339;0.17861561230357362;0.0
2014;FGVRJ;Rio de Janeiro;Rio de Janeiro;Sudeste;Faculdade;Privada sem fins lucrativos;0.01859504132231405;0.2193750361802878;0.01596455963692367
2014;UNIVERSO;São José dos Pinhais;Paraná;Sul;Universidade;Privada sem fins lucrativos;0.002066115702479339;0.2456355410363111;0.0
2014;MACKENZIE;São Paulo;São Paulo;Sudeste;Universidade;Privada sem fins lucrativos;0.047520661157024795;0.30210105068477866;0.04908875352308032
2014;UVA;Sobral;Ceará;Nordeste;Universidade;Pública Estadual;0.004132231404958678;0.23765009845605853;0.0024022808468699953
2014;FNM;Vila Velha;Espírito Santo;Sudeste;Faculdade;Privada com fins lucrativos;0.002066115702479339;0.20056608766525885;0.0
2014;UNAERP;Ribeirão Preto;São Paulo;Sudeste;Universidade;Privada sem fins lucrativos;0.002066115702479339;0.23184035042640927;0.0
2014;UFMT;Cuiabá;Mato Grosso;Centro-oeste;Universidade;Pública Federal;0.006198347107438017;0.24597993015798836;0.003097309632833991
2014;UFRRJ;Seropédica;Rio de Janeiro;Sudeste;Universidade;Pessoa Jurídica de Direito Público - Federal;0.002066115702479339;0.19807528668945548;0.0
2014;AMF;São João do Polêsine;Rio Grande do Sul;Sul;Faculdade;Privada com fins lucrativos;0.002066115702479339;0.2274816015367069;0.0
2014;IBMEC SP;São Paulo;São Paulo;Sudeste;Faculdade;Privada com fins lucrativos;0.004132231404958678;0.2220122558496491;0.0004306305068575453
2014;FPTEC;Belo Horizonte;Minas Gerais;Sudeste;Faculdade;Privada com fins lucrativos;0.002066115702479339;0.24107892158733793;0.0
2014;FGP;Pederneiras;São Paulo;Sudeste;Faculdade;Privada com fins lucrativos;0.002066115702479339;0.23322723188459316;0.0
2014;UNIT;Aracaju;Sergipe;Nordeste;Universidade;Privada com fins lucrativos;0.002066115702479339;1.2829629629629629;0.0
2014;CEFET/RJ;Rio de Janeiro;Rio de Janeiro;Sudeste;Centro Federal de Educação Tecnológica;Pessoa Jurídica de Direito Público - Federal;0.002066115702479339;0.21801203502352925;0.0
2014;UEPG;Ponta Grossa;Paraná;Sul;Universidade;Pública Estadual;0.002066115702479339;0.6414814814814815;0.0
2014;UFABC;Santo André;São Paulo;Sudeste;Universidade;Pública Federal;0.002066115702479339;0.12822597126635132;0.0
2014;UFES;Vitória;Espírito Santo;Sudeste;Universidade;Pessoa Jurídica de Direito Público - Federal;0.012396694214876033;0.21546844972082924;0.01027851932970797
2014;UNIFACVEST;Lages;Santa Catarina;Sul;Centro Universitário;Privada com fins lucrativos;0.002066115702479339;1.2829629629629629;0.0
2014;UFG;Goiânia;Goiás;Centro-oeste;Universidade;Pessoa Jurídica de Direito Público - Federal;0.004132231404958678;0.47267056530214424;2.6398690624945003e-05
2014;UNITRI;Uberlândia;Minas Gerais;Sudeste;Centro Universitário;Privada sem fins lucrativos;0.006198347107438017;0.24546370784915733;0.000937274735497551
2014;FSM;Cajazeiras;Paraíba;Nordeste;Faculdade;Privada com fins lucrativos;0.002066115702479339;1.2829629629629629;0.0
2014;PUCSP;São Paulo;São Paulo;Sudeste;Universidade;Privada sem fins lucrativos;0.0371900826446281;0.28820564301467794;0.03580168126716105
2014;UNIB;São Paulo;São Paulo;Sudeste;Universidade;Privada sem fins lucrativos;0.004132231404958678;0.2165321631412344;0.0024022808468699953
2014;PUC-CAMPINAS;Campinas;São Paulo;Sudeste;Universidade;Privada sem fins lucrativos;0.02066115702479339;0.27970535701105653;0.015230011746073802
2014;FACAMP;Curitiba;Paraná;Sul;Faculdade;Privada com fins lucrativos;0.002066115702479339;0.23001663085570004;0.0
2014;FURB;Blumenau;Santa Catarina;Sul;Universidade;Pública Municipal;0.008264462809917356;0.20241728893589292;0.008213825591134429
2014;UNIFACS;Salvador;Bahia;Nordeste;Universidade;Privada com fins lucrativos;0.002066115702479339;0.21706796806085396;0.0
2014;CESUPA;Belém;Pará;Norte;Centro Universitário;Privada sem fins lucrativos;0.002066115702479339;0.17789118903440831;0.0
2014;UP;Curitiba;Paraná;Sul;Universidade;Privada com fins lucrativos;0.004132231404958678;0.1858037439080595;0.0024022808468699953
2014;Centro Universitário IBMEC;Rio de Janeiro;Rio de Janeiro;Sudeste;Centro Universitário;Privada com fins lucrativos;0.014462809917355372;0.2590552752826655;0.008804059686727842
2014;FCL;São Paulo;São Paulo;Sudeste;Faculdade;Privada sem fins lucrativos;0.006198347107438017;0.2687785295828191;0.0014723235582277565
2014;CEUN-IMT;São Caetano do Sul;São Paulo;Sudeste;Centro Universitário;Privada sem fins lucrativos;0.010330578512396695;0.2623479404638283;0.009422040410000639
2014;FACULDADE CNEC VARGINHA;Varginha;Minas Gerais;Sudeste;Faculdade;Privada sem fins lucrativos;0.002066115702479339;1.2829629629629629;0.0
2014;UNICAP;Recife;Pernambuco;Nordeste;Universidade;Privada sem fins lucrativos;0.008264462809917356;0.27043573824306005;0.011296255964316989
2014;PUCPR;Curitiba;Paraná;Sul;Universidade;Privada sem fins lucrativos;0.008264462809917356;0.17610558111436406;0.009578324915084212
2014;UNP;Natal;Rio Grande do Norte;Nordeste;Universidade;Privada com fins lucrativos;0.002066115702479339;1.2829629629629629;0.0
2014;CENTRO UNIVERSITÁRIO UNIVEL;Cascavel;Paraná;Sul;Centro Universitário;Privada com fins lucrativos;0.002066115702479339;0.8553086419753086;0.0
2014;UFRJ;Rio de Janeiro;Rio de Janeiro;Sudeste;Universidade;Pessoa Jurídica de Direito Público - Federal;0.045454545454545456;0.29131620620205095;0.06541735969611705
2014;UERJ;Rio de Janeiro;Rio de Janeiro;Sudeste;Universidade;Pessoa Jurídica de Direito Público - Federal;0.008264462809917356;0.24841796132415603;0.0035298568427740884
2014;INSPER;São Paulo;São Paulo;Sudeste;Faculdade;Privada sem fins lucrativos;0.01859504132231405;0.24091340224536245;0.01788773192718087
2014;ESPM;São Paulo;São Paulo;Sudeste;Faculdade;Privada sem fins lucrativos;0.08264462809917356;0.36044208563982577;0.1661878265115766
2014;UNICURITIBA;Curitiba;Paraná;Sul;Centro Universitário;Privada com fins lucrativos;0.004132231404958678;0.2073207505881066;0.0024022808468699953
2014;UFAM;Manaus;Amazonas;Norte;Universidade;Pública Federal;0.008264462809917356;0.23077301569902686;0.005370600558190627
2014;UNISINOS;São Leopoldo;Rio Grande do Sul;Sul;Universidade;Privada sem fins lucrativos;0.010330578512396695;0.26816230062695484;0.016100288763637286
2014;IPA;Porto Alegre;Rio Grande do Sul;Sul;Centro Universitário;Privada sem fins lucrativos;0.002066115702479339;0.23153439153439154;0.0
2014;FACULDADE REGES DE RIBEIRÃO PRETO;Ribeirão Preto;São Paulo;Sudeste;Faculdade;Privada sem fins lucrativos;0.002066115702479339;0.23369322035988704;0.0
2014;FGVSP;Rio de Janeiro;Rio de Janeiro;Sudeste;Faculdade;Privada sem fins lucrativos;0.08884297520661158;0.3441788821680926;0.14709504424831113
2014;UCSAL;Salvador;Bahia;Nordeste;Universidade;Privada sem fins lucrativos;0.004132231404958678;0.2351024257087909;1.0999454427060417e-06
2014;UFRGS;Porto Alegre;Rio Grande do Sul;Sul;Universidade;Pessoa Jurídica de Direito Público - Federal;0.05165289256198347;0.24580761497048714;0.05872417586203961
2014;UFU;Uberlândia;Minas Gerais;Sudeste;Universidade;Pública Federal;0.008264462809917356;0.24124466852552107;0.007193643195297513
2014;FATEC;Ourinhos;São Paulo;Sudeste;Faculdade;Pública Estadual;0.002066115702479339;1.2829629629629629;0.0
2014;UNIFAE;São João da Boa Vista;São Paulo;Sudeste;Centro Universitário;Especial;0.002066115702479339;0.21118890783651542;0.0
2014;PUCRS;Porto Alegre;Rio Grande do Sul;Sul;Universidade;Privada sem fins lucrativos;0.022727272727272728;0.27531610072214235;0.03672638086159437
2014;UFV;Viçosa;Minas Gerais;Sudeste;Universidade;Pública Federal;0.006198347107438017;0.25108434373550653;0.0061895100523353345
2014;FOC;São Paulo;São Paulo;Sudeste;Faculdade;Privada com fins lucrativos;0.002066115702479339;0.2057404692878161;0.0
2014;UNISAL;Americana;São Paulo;Sudeste;Centro Universitário;Privada sem fins lucrativos;0.002066115702479339;1.2829629629629629;0.0
2014;CENTRO UNIVERSITÁRIO ESPÍRITO-SANTENSE/FAESA;Vitória;Espírito Santo;Sudeste;Centro Universitário;Privada sem fins lucrativos;0.002066115702479339;1.2829629629629629;0.0
2014;FASB I;São Bernardo do Campo;São Paulo;Sudeste;Faculdade;Privada sem fins lucrativos;0.002066115702479339;1.2829629629629629;0.0
2014;UFSM;Santa Maria;Rio Grande do Sul;Sul;Universidade;Pessoa Jurídica de Direito Público - Federal;0.004132231404958678;0.1780717434003402;0.0024022808468699953
2014;USU;Rio de Janeiro;Rio de Janeiro;Sudeste;Universidade;Privada sem fins lucrativos;0.002066115702479339;1.2829629629629629;0.0
2014;FEEVALE;Novo Hamburgo;Rio Grande do Sul;Sul;Universidade;Privada sem fins lucrativos;0.004132231404958678;1.2829629629629629;4.399781770824167e-06
2014;FMG;Juiz de Fora;Minas Gerais;Sudeste;Faculdade;Privada sem fins lucrativos;0.002066115702479339;0.7697777777777777;0.0
2014;UTFPR;Curitiba;Paraná;Sul;Universidade;Pessoa Jurídica de Direito Público - Federal;0.002066115702479339;0.13828191935778145;0.0
2014;FTT;São Bernardo do Campo;São Paulo;Sudeste;Faculdade;Privada sem fins lucrativos;0.002066115702479339;1.2829629629629629;0.0
