ano;ies;cidade;estado;regiao;categoria1;categoria2;degree;closeness;betweenness
2009;UEL;Londrina;Paraná;Sul;Universidade;Pública Estadual;0.014925373134328358;0.25549356954262836;0.0
2009;UNIVALI;Itajaí;Santa Catarina;Sul;Universidade;Privada sem fins lucrativos;0.014925373134328358;0.30628445987339187;0.0
2009;FAE CENTRO UNIVERSITÁRIO;Curitiba;Paraná;Sul;Centro Universitário;Privada sem fins lucrativos;0.029850746268656716;1.4322033898305084;0.00014594279042615295
2009;UNICAP;Recife;Pernambuco;Nordeste;Universidade;Privada sem fins lucrativos;0.014925373134328358;0.25549356954262836;0.0
2009;FA-FAAP;São Paulo;São Paulo;Sudeste;Faculdade;Privada sem fins lucrativos;0.07462686567164178;0.33015078142196785;0.10770577933450087
2009;FGVPR;Rio de Janeiro;Rio de Janeiro;Sudeste;Faculdade;Privada sem fins lucrativos;0.014925373134328358;0.9548022598870057;0.0
2009;UFRGS;Porto Alegre;Rio Grande do Sul;Sul;Universidade;Pessoa Jurídica de Direito Público - Federal;0.05970149253731343;0.24326899683723946;0.06742556917688267
2009;FGVSP;Rio de Janeiro;Rio de Janeiro;Sudeste;Faculdade;Privada sem fins lucrativos;0.1044776119402985;0.3323086296665559;0.0967479081533372
2009;UTFPR;Curitiba;Paraná;Sul;Universidade;Pessoa Jurídica de Direito Público - Federal;0.014925373134328358;0.9548022598870057;0.0
2009;UNESA;Curitiba;Paraná;Sul;Universidade;Privada com fins lucrativos;0.029850746268656716;0.20923135941968335;0.010215995329830706
2009;UAM;São Paulo;São Paulo;Sudeste;Universidade;Privada com fins lucrativos;0.014925373134328358;0.2793583535108959;0.0
2009;PUC-RIO;Rio de Janeiro;Rio de Janeiro;Sudeste;Universidade;Privada sem fins lucrativos;0.014925373134328358;1.4322033898305084;0.0
2009;UFPE;Recife;Pernambuco;Nordeste;Universidade;Pessoa Jurídica de Direito Público - Federal;0.014925373134328358;0.25549356954262836;0.0
2009;FGV-EAESP;São Paulo;São Paulo;Sudeste;Faculdade;Privada sem fins lucrativos;0.014925373134328358;0.2300598205383848;0.0
2009;SENACSP;São Paulo;São Paulo;Sudeste;Centro Universitário;Privada sem fins lucrativos;0.014925373134328358;1.4322033898305084;0.0
