Ano;State;Region;CumulativeFoundedStartups;CumulativeFoundedStartupsY1;CumulativeClosedStartups;CumulativeClosedStartupsY1;QuantityStartups;GrowingTaxStartups;CumulativeTotalFundingAmountUSD;CumulativeTotalFundingAmountUSDY1;GrowingTaxUSD
2019;Goiás;Centro-Oeste;82;82;1;1;81;0.0000;7278376.00;7278376.00;0.000000
2019;Maranhão;Nordeste;9;9;0;0;9;0.0000;NULL;NULL;0.000000
2019;"Mato Grosso";Centro-Oeste;31;31;0;0;31;0.0000;NULL;NULL;0.000000
2019;"Mato Grosso do Sul";Centro-Oeste;22;22;0;0;22;0.0000;25000.00;25000.00;0.000000
2019;"Minas Gerais";Sudeste;530;528;5;5;525;0.0038;42469857.00;42469857.00;0.000000
2019;Pará;Norte;16;16;0;0;16;0.0000;NULL;NULL;0.000000
2019;Paraíba;Nordeste;44;44;0;0;44;0.0000;170687.00;170687.00;0.000000
2019;Paraná;Sul;459;457;10;10;449;0.0045;120653359.00;120653359.00;0.000000
2019;Pernambuco;Nordeste;39;39;0;0;39;0.0000;210856.00;210856.00;0.000000
2019;Piauí;Nordeste;15;15;0;0;15;0.0000;NULL;NULL;0.000000
2019;"Rio de Janeiro";Sudeste;567;566;11;11;556;0.0018;310002501.00;310002501.00;0.000000
2019;"Rio Grande do Norte";Nordeste;21;21;0;0;21;0.0000;55691.00;55691.00;0.000000
2019;"Rio Grande do Sul";Sul;522;520;5;5;517;0.0039;24036860.00;24036860.00;0.000000
2019;Rondônia;Norte;10;10;0;0;10;0.0000;NULL;NULL;0.000000
2019;Roraima;Norte;2;2;0;0;2;0.0000;NULL;NULL;0.000000
2019;"Santa Catarina";Sul;389;389;0;0;389;0.0000;95534488.00;95534488.00;0.000000
2019;"São Paulo";Sudeste;2672;2663;35;34;2637;0.0030;6897213581.00;6897213581.00;0.000000
2019;Sergipe;Nordeste;10;10;0;0;10;0.0000;663922.00;663922.00;0.000000
2019;Tocantins;Norte;17;17;0;0;17;0.0000;NULL;NULL;0.000000
