Name;State;Region;Ano;IDHM;"IDHM Educacao";"IDHM Longividade";"IDHM Renda"
"Santa Isabel do Rio Negro";Amazonas;Norte;2000;0.384;0.220;0.621;0.416
"Santa Isabel do Rio Negro";Amazonas;Norte;2010;0.479;0.323;0.737;0.461
"Santo Antônio do Içá";Amazonas;Norte;1991;0.206;0.044;0.576;0.346
"Santo Antônio do Içá";Amazonas;Norte;2000;0.306;0.110;0.665;0.390
"Santo Antônio do Içá";Amazonas;Norte;2010;0.490;0.353;0.759;0.438
"São Gabriel da Cachoeira";Amazonas;Norte;1991;0.388;0.169;0.635;0.545
"São Gabriel da Cachoeira";Amazonas;Norte;2000;0.478;0.285;0.727;0.528
"São Gabriel da Cachoeira";Amazonas;Norte;2010;0.609;0.476;0.777;0.610
"São Paulo de Olivença";Amazonas;Norte;1991;0.269;0.095;0.576;0.357
"São Paulo de Olivença";Amazonas;Norte;2000;0.324;0.125;0.666;0.410
"São Paulo de Olivença";Amazonas;Norte;2010;0.521;0.386;0.780;0.471
"São Sebastião do Uatumã";Amazonas;Norte;1991;0.354;0.187;0.614;0.385
"São Sebastião do Uatumã";Amazonas;Norte;2000;0.428;0.253;0.661;0.469
"São Sebastião do Uatumã";Amazonas;Norte;2010;0.577;0.464;0.739;0.561
Silves;Amazonas;Norte;1991;0.373;0.149;0.660;0.529
Silves;Amazonas;Norte;2000;0.486;0.310;0.688;0.537
Silves;Amazonas;Norte;2010;0.632;0.584;0.791;0.546
Tabatinga;Amazonas;Norte;1991;0.333;0.109;0.669;0.506
Tabatinga;Amazonas;Norte;2000;0.470;0.254;0.718;0.571
Tabatinga;Amazonas;Norte;2010;0.616;0.505;0.769;0.602
Tapauá;Amazonas;Norte;1991;0.151;0.017;0.539;0.378
Tapauá;Amazonas;Norte;2000;0.293;0.104;0.604;0.399
Tapauá;Amazonas;Norte;2010;0.502;0.355;0.694;0.512
Tefé;Amazonas;Norte;1991;0.349;0.126;0.660;0.510
Tefé;Amazonas;Norte;2000;0.438;0.221;0.701;0.544
Tefé;Amazonas;Norte;2010;0.639;0.511;0.801;0.637
Tonantins;Amazonas;Norte;1991;0.257;0.069;0.599;0.412
Tonantins;Amazonas;Norte;2000;0.327;0.124;0.666;0.425
Tonantins;Amazonas;Norte;2010;0.548;0.416;0.779;0.508
Uarini;Amazonas;Norte;1991;0.290;0.096;0.620;0.411
Uarini;Amazonas;Norte;2000;0.358;0.147;0.664;0.470
Uarini;Amazonas;Norte;2010;0.527;0.378;0.724;0.535
Urucará;Amazonas;Norte;1991;0.386;0.185;0.599;0.521
Urucará;Amazonas;Norte;2000;0.487;0.285;0.703;0.577
Urucará;Amazonas;Norte;2010;0.620;0.575;0.754;0.551
Urucurituba;Amazonas;Norte;1991;0.254;0.073;0.599;0.374
Urucurituba;Amazonas;Norte;2000;0.427;0.252;0.694;0.444
Urucurituba;Amazonas;Norte;2010;0.588;0.487;0.776;0.538
Amajari;Roraima;Norte;1991;0.333;0.112;0.591;0.556
Amajari;Roraima;Norte;2000;0.420;0.212;0.698;0.499
Amajari;Roraima;Norte;2010;0.484;0.319;0.815;0.437
"Alto Alegre";Roraima;Norte;1991;0.306;0.101;0.574;0.496
"Alto Alegre";Roraima;Norte;2000;0.460;0.291;0.698;0.478
"Alto Alegre";Roraima;Norte;2010;0.542;0.379;0.813;0.518
"Boa Vista";Roraima;Norte;1991;0.529;0.329;0.655;0.687
"Boa Vista";Roraima;Norte;2000;0.649;0.546;0.725;0.692
"Boa Vista";Roraima;Norte;2010;0.752;0.708;0.816;0.737
Bonfim;Roraima;Norte;1991;0.340;0.128;0.591;0.520
Bonfim;Roraima;Norte;2000;0.458;0.269;0.698;0.511
Bonfim;Roraima;Norte;2010;0.626;0.509;0.809;0.597
Cantá;Roraima;Norte;1991;0.301;0.080;0.645;0.529
Cantá;Roraima;Norte;2000;0.499;0.312;0.725;0.550
Cantá;Roraima;Norte;2010;0.619;0.509;0.803;0.581
Caracaraí;Roraima;Norte;1991;0.405;0.175;0.645;0.588
Caracaraí;Roraima;Norte;2000;0.521;0.339;0.702;0.594
Caracaraí;Roraima;Norte;2010;0.624;0.518;0.780;0.601
Caroebe;Roraima;Norte;1991;0.249;0.085;0.526;0.347
Caroebe;Roraima;Norte;2000;0.492;0.319;0.662;0.564
Caroebe;Roraima;Norte;2010;0.639;0.549;0.791;0.600
Iracema;Roraima;Norte;1991;0.358;0.162;0.574;0.493
Iracema;Roraima;Norte;2000;0.518;0.343;0.698;0.579
Iracema;Roraima;Norte;2010;0.582;0.434;0.810;0.560
Mucajaí;Roraima;Norte;1991;0.374;0.148;0.655;0.541
Mucajaí;Roraima;Norte;2000;0.550;0.368;0.754;0.600
Mucajaí;Roraima;Norte;2010;0.665;0.547;0.813;0.661
Normandia;Roraima;Norte;1991;0.278;0.097;0.526;0.421
Normandia;Roraima;Norte;2000;0.373;0.180;0.669;0.432
Normandia;Roraima;Norte;2010;0.594;0.502;0.801;0.520
Pacaraima;Roraima;Norte;1991;0.378;0.158;0.645;0.532
Pacaraima;Roraima;Norte;2000;0.544;0.373;0.725;0.594
Pacaraima;Roraima;Norte;2010;0.650;0.558;0.788;0.624
Rorainópolis;Roraima;Norte;1991;0.324;0.108;0.591;0.534
Rorainópolis;Roraima;Norte;2000;0.501;0.313;0.702;0.573
Rorainópolis;Roraima;Norte;2010;0.619;0.519;0.798;0.574
"São João da Baliza";Roraima;Norte;1991;0.365;0.143;0.655;0.519
"São João da Baliza";Roraima;Norte;2000;0.538;0.397;0.702;0.559
"São João da Baliza";Roraima;Norte;2010;0.655;0.587;0.780;0.614
"São Luiz";Roraima;Norte;1991;0.348;0.115;0.645;0.570
"São Luiz";Roraima;Norte;2000;0.545;0.398;0.702;0.580
"São Luiz";Roraima;Norte;2010;0.649;0.574;0.788;0.605
Uiramutã;Roraima;Norte;1991;0.201;0.045;0.574;0.313
Uiramutã;Roraima;Norte;2000;0.333;0.153;0.662;0.363
Uiramutã;Roraima;Norte;2010;0.453;0.276;0.766;0.439
Abaetetuba;Pará;Norte;1991;0.386;0.175;0.669;0.490
Abaetetuba;Pará;Norte;2000;0.501;0.320;0.750;0.523
Abaetetuba;Pará;Norte;2010;0.628;0.537;0.798;0.579
"Abel Figueiredo";Pará;Norte;1991;0.357;0.130;0.637;0.549
"Abel Figueiredo";Pará;Norte;2000;0.508;0.313;0.709;0.592
"Abel Figueiredo";Pará;Norte;2010;0.622;0.481;0.800;0.625
Acará;Pará;Norte;1991;0.254;0.058;0.631;0.450
Acará;Pará;Norte;2000;0.350;0.125;0.714;0.481
Acará;Pará;Norte;2010;0.506;0.332;0.757;0.517
Afuá;Pará;Norte;1991;0.250;0.054;0.633;0.459
Afuá;Pará;Norte;2000;0.330;0.108;0.711;0.468
Afuá;Pará;Norte;2010;0.489;0.311;0.774;0.485
"Água Azul do Norte";Pará;Norte;1991;0.208;0.032;0.576;0.489
"Água Azul do Norte";Pará;Norte;2000;0.376;0.139;0.679;0.565
"Água Azul do Norte";Pará;Norte;2010;0.564;0.399;0.797;0.563
Alenquer;Pará;Norte;1991;0.328;0.129;0.589;0.464
Alenquer;Pará;Norte;2000;0.433;0.236;0.707;0.486
Alenquer;Pará;Norte;2010;0.564;0.436;0.779;0.529
Almeirim;Pará;Norte;1991;0.395;0.153;0.693;0.581
Almeirim;Pará;Norte;2000;0.526;0.300;0.733;0.660
Almeirim;Pará;Norte;2010;0.642;0.497;0.809;0.659
Altamira;Pará;Norte;1991;0.386;0.159;0.636;0.569
Altamira;Pará;Norte;2000;0.534;0.322;0.752;0.629
Altamira;Pará;Norte;2010;0.665;0.548;0.811;0.662
Anajás;Pará;Norte;1991;0.197;0.025;0.644;0.473
Anajás;Pará;Norte;2000;0.307;0.081;0.711;0.502
Anajás;Pará;Norte;2010;0.484;0.290;0.774;0.506
Ananindeua;Pará;Norte;1991;0.516;0.330;0.683;0.608
Ananindeua;Pará;Norte;2000;0.606;0.457;0.787;0.620
Ananindeua;Pará;Norte;2010;0.718;0.658;0.821;0.684
Anapu;Pará;Norte;1991;0.250;0.066;0.607;0.391
Anapu;Pará;Norte;2000;0.392;0.157;0.712;0.537
Anapu;Pará;Norte;2010;0.548;0.371;0.788;0.563
"Augusto Corrêa";Pará;Norte;1991;0.238;0.057;0.589;0.400
"Augusto Corrêa";Pará;Norte;2000;0.335;0.117;0.706;0.454
"Augusto Corrêa";Pará;Norte;2010;0.520;0.380;0.772;0.480
"Aurora do Pará";Pará;Norte;1991;0.259;0.057;0.645;0.471
"Aurora do Pará";Pará;Norte;2000;0.358;0.132;0.707;0.491
"Aurora do Pará";Pará;Norte;2010;0.519;0.358;0.773;0.504
Aveiro;Pará;Norte;1991;0.281;0.083;0.657;0.407
Aveiro;Pará;Norte;2000;0.368;0.170;0.709;0.412
Aveiro;Pará;Norte;2010;0.541;0.450;0.748;0.470
Bagre;Pará;Norte;1991;0.241;0.057;0.576;0.424
Bagre;Pará;Norte;2000;0.330;0.127;0.669;0.424
Bagre;Pará;Norte;2010;0.471;0.280;0.777;0.481
Baião;Pará;Norte;1991;0.336;0.140;0.638;0.423
Baião;Pará;Norte;2000;0.459;0.283;0.706;0.483
Baião;Pará;Norte;2010;0.578;0.467;0.770;0.538
Bannach;Pará;Norte;1991;0.305;0.084;0.710;0.475
Bannach;Pará;Norte;2000;0.424;0.187;0.742;0.551
Bannach;Pará;Norte;2010;0.594;0.420;0.784;0.635
Barcarena;Pará;Norte;1991;0.447;0.219;0.709;0.575
Barcarena;Pará;Norte;2000;0.554;0.371;0.755;0.606
Barcarena;Pará;Norte;2010;0.662;0.564;0.801;0.643
Belém;Pará;Norte;1991;0.562;0.371;0.710;0.674
Belém;Pará;Norte;2000;0.644;0.504;0.758;0.700
Belém;Pará;Norte;2010;0.746;0.673;0.822;0.751
Belterra;Pará;Norte;1991;0.311;0.112;0.604;0.443
Belterra;Pará;Norte;2000;0.396;0.210;0.673;0.438
Belterra;Pará;Norte;2010;0.588;0.478;0.775;0.548
Benevides;Pará;Norte;1991;0.368;0.179;0.592;0.470
Benevides;Pará;Norte;2000;0.529;0.376;0.691;0.571
Benevides;Pará;Norte;2010;0.665;0.592;0.798;0.623
"Bom Jesus do Tocantins";Pará;Norte;1991;0.309;0.099;0.571;0.522
"Bom Jesus do Tocantins";Pará;Norte;2000;0.429;0.224;0.669;0.526
"Bom Jesus do Tocantins";Pará;Norte;2010;0.589;0.437;0.777;0.601
Bonito;Pará;Norte;1991;0.241;0.057;0.556;0.442
Bonito;Pará;Norte;2000;0.381;0.172;0.665;0.482
Bonito;Pará;Norte;2010;0.546;0.398;0.770;0.531
Bragança;Pará;Norte;1991;0.325;0.130;0.569;0.463
Bragança;Pará;Norte;2000;0.458;0.278;0.662;0.522
Bragança;Pará;Norte;2010;0.600;0.486;0.755;0.589
"Brasil Novo";Pará;Norte;1991;0.288;0.079;0.616;0.491
"Brasil Novo";Pará;Norte;2000;0.433;0.199;0.707;0.577
"Brasil Novo";Pará;Norte;2010;0.613;0.451;0.809;0.632
"Brejo Grande do Araguaia";Pará;Norte;1991;0.258;0.070;0.613;0.400
"Brejo Grande do Araguaia";Pará;Norte;2000;0.496;0.320;0.716;0.534
"Brejo Grande do Araguaia";Pará;Norte;2010;0.591;0.473;0.743;0.588
"Breu Branco";Pará;Norte;1991;0.293;0.081;0.604;0.513
"Breu Branco";Pará;Norte;2000;0.422;0.197;0.684;0.559
"Breu Branco";Pará;Norte;2010;0.568;0.422;0.781;0.555
Breves;Pará;Norte;1991;0.284;0.079;0.623;0.467
Breves;Pará;Norte;2000;0.372;0.148;0.706;0.491
Breves;Pará;Norte;2010;0.503;0.312;0.778;0.524
Bujaru;Pará;Norte;1991;0.336;0.121;0.657;0.476
Bujaru;Pará;Norte;2000;0.395;0.188;0.712;0.461
Bujaru;Pará;Norte;2010;0.552;0.437;0.779;0.495
"Cachoeira do Piriá";Pará;Norte;1991;0.203;0.036;0.634;0.369
"Cachoeira do Piriá";Pará;Norte;2000;0.301;0.102;0.661;0.406
"Cachoeira do Piriá";Pará;Norte;2010;0.473;0.303;0.779;0.449
"Cachoeira do Arari";Pará;Norte;1991;0.324;0.114;0.645;0.462
"Cachoeira do Arari";Pará;Norte;2000;0.427;0.202;0.712;0.543
"Cachoeira do Arari";Pará;Norte;2010;0.546;0.398;0.778;0.525
Cametá;Pará;Norte;1991;0.328;0.126;0.645;0.434
Cametá;Pará;Norte;2000;0.432;0.249;0.705;0.459
Cametá;Pará;Norte;2010;0.577;0.474;0.754;0.538
"Canaã dos Carajás";Pará;Norte;1991;0.276;0.072;0.612;0.475
"Canaã dos Carajás";Pará;Norte;2000;0.456;0.223;0.709;0.600
"Canaã dos Carajás";Pará;Norte;2010;0.673;0.569;0.801;0.670
Capanema;Pará;Norte;1991;0.425;0.208;0.677;0.546
Capanema;Pará;Norte;2000;0.533;0.352;0.754;0.572
Capanema;Pará;Norte;2010;0.655;0.580;0.794;0.610
"Capitão Poço";Pará;Norte;1991;0.279;0.084;0.577;0.447
"Capitão Poço";Pará;Norte;2000;0.379;0.166;0.655;0.502
"Capitão Poço";Pará;Norte;2010;0.548;0.385;0.747;0.573
Castanhal;Pará;Norte;1991;0.424;0.207;0.652;0.566
Castanhal;Pará;Norte;2000;0.550;0.372;0.754;0.593
Castanhal;Pará;Norte;2010;0.673;0.582;0.800;0.654
Chaves;Pará;Norte;1991;0.179;0.020;0.657;0.437
Chaves;Pará;Norte;2000;0.289;0.077;0.711;0.442
Chaves;Pará;Norte;2010;0.453;0.234;0.769;0.516
Colares;Pará;Norte;1991;0.389;0.205;0.642;0.447
Colares;Pará;Norte;2000;0.524;0.395;0.714;0.511
Colares;Pará;Norte;2010;0.602;0.528;0.763;0.541
"Conceição do Araguaia";Pará;Norte;1991;0.371;0.150;0.639;0.532
"Conceição do Araguaia";Pará;Norte;2000;0.512;0.310;0.742;0.585
"Conceição do Araguaia";Pará;Norte;2010;0.640;0.540;0.770;0.631
"Concórdia do Pará";Pará;Norte;1991;0.287;0.071;0.631;0.529
"Concórdia do Pará";Pará;Norte;2000;0.402;0.169;0.707;0.544
"Concórdia do Pará";Pará;Norte;2010;0.566;0.438;0.741;0.560
"Cumaru do Norte";Pará;Norte;1991;0.309;0.081;0.623;0.584
"Cumaru do Norte";Pará;Norte;2000;0.405;0.151;0.726;0.608
"Cumaru do Norte";Pará;Norte;2010;0.550;0.330;0.795;0.635
Curionópolis;Pará;Norte;1991;0.326;0.103;0.598;0.561
Curionópolis;Pará;Norte;2000;0.449;0.236;0.721;0.533
Curionópolis;Pará;Norte;2010;0.636;0.536;0.809;0.592
Curralinho;Pará;Norte;1991;0.229;0.044;0.560;0.489
Curralinho;Pará;Norte;2000;0.323;0.103;0.655;0.498
Curralinho;Pará;Norte;2010;0.502;0.323;0.769;0.508
Curuá;Pará;Norte;1991;0.194;0.028;0.622;0.421
Curuá;Pará;Norte;2000;0.383;0.179;0.716;0.439
Curuá;Pará;Norte;2010;0.578;0.495;0.780;0.501
Curuçá;Pará;Norte;1991;0.339;0.160;0.611;0.399
Curuçá;Pará;Norte;2000;0.474;0.287;0.697;0.531
Curuçá;Pará;Norte;2010;0.582;0.480;0.758;0.542
"Dom Eliseu";Pará;Norte;1991;0.299;0.087;0.569;0.540
"Dom Eliseu";Pará;Norte;2000;0.452;0.242;0.662;0.576
"Dom Eliseu";Pará;Norte;2010;0.615;0.502;0.763;0.606
Faro;Pará;Norte;1991;0.281;0.110;0.556;0.362
Faro;Pará;Norte;2000;0.431;0.270;0.661;0.448
Faro;Pará;Norte;2010;0.563;0.470;0.756;0.501
"Floresta do Araguaia";Pará;Norte;1991;0.209;0.032;0.639;0.449
"Floresta do Araguaia";Pará;Norte;2000;0.411;0.188;0.738;0.502
"Floresta do Araguaia";Pará;Norte;2010;0.583;0.437;0.792;0.573
"Garrafão do Norte";Pará;Norte;1991;0.183;0.026;0.556;0.423
"Garrafão do Norte";Pará;Norte;2000;0.331;0.118;0.665;0.461
"Garrafão do Norte";Pará;Norte;2010;0.526;0.353;0.763;0.540
"Goianésia do Pará";Pará;Norte;1991;0.235;0.043;0.586;0.516
"Goianésia do Pará";Pará;Norte;2000;0.422;0.188;0.697;0.575
"Goianésia do Pará";Pará;Norte;2010;0.560;0.404;0.743;0.585
Gurupá;Pará;Norte;1991;0.209;0.035;0.598;0.435
Gurupá;Pará;Norte;2000;0.349;0.127;0.716;0.469
Gurupá;Pará;Norte;2010;0.509;0.333;0.777;0.510
Igarapé-Açu;Pará;Norte;1991;0.341;0.140;0.577;0.492
Igarapé-Açu;Pará;Norte;2000;0.459;0.278;0.697;0.498
Igarapé-Açu;Pará;Norte;2010;0.595;0.490;0.743;0.579
Igarapé-Miri;Pará;Norte;1991;0.322;0.110;0.656;0.463
Igarapé-Miri;Pará;Norte;2000;0.416;0.207;0.714;0.486
Igarapé-Miri;Pará;Norte;2010;0.547;0.413;0.770;0.514
Inhangapi;Pará;Norte;1991;0.327;0.109;0.669;0.480
Inhangapi;Pará;Norte;2000;0.438;0.220;0.712;0.535
Inhangapi;Pará;Norte;2010;0.572;0.456;0.748;0.550
"Ipixuna do Pará";Pará;Norte;1991;0.268;0.064;0.642;0.468
"Ipixuna do Pará";Pará;Norte;2000;0.317;0.097;0.707;0.465
"Ipixuna do Pará";Pará;Norte;2010;0.489;0.304;0.757;0.508
Irituia;Pará;Norte;1991;0.271;0.069;0.644;0.447
Irituia;Pará;Norte;2000;0.419;0.198;0.689;0.538
Irituia;Pará;Norte;2010;0.559;0.427;0.763;0.536
Itaituba;Pará;Norte;1991;0.355;0.126;0.634;0.562
Itaituba;Pará;Norte;2000;0.489;0.287;0.691;0.591
Itaituba;Pará;Norte;2010;0.640;0.510;0.800;0.644
Itupiranga;Pará;Norte;1991;0.258;0.063;0.604;0.449
Itupiranga;Pará;Norte;2000;0.354;0.135;0.669;0.490
Itupiranga;Pará;Norte;2010;0.528;0.364;0.746;0.543
Jacareacanga;Pará;Norte;1991;0.242;0.041;0.678;0.512
Jacareacanga;Pará;Norte;2000;0.371;0.127;0.743;0.543
Jacareacanga;Pará;Norte;2010;0.505;0.279;0.800;0.577
Jacundá;Pará;Norte;1991;0.367;0.132;0.664;0.563
Jacundá;Pará;Norte;2000;0.477;0.250;0.714;0.609
Jacundá;Pará;Norte;2010;0.622;0.509;0.752;0.628
Juruti;Pará;Norte;1991;0.313;0.117;0.586;0.448
Juruti;Pará;Norte;2000;0.389;0.215;0.655;0.419
Juruti;Pará;Norte;2010;0.592;0.501;0.756;0.547
"Limoeiro do Ajuru";Pará;Norte;1991;0.300;0.092;0.652;0.448
"Limoeiro do Ajuru";Pará;Norte;2000;0.373;0.166;0.705;0.443
"Limoeiro do Ajuru";Pará;Norte;2010;0.541;0.425;0.754;0.493
"Mãe do Rio";Pará;Norte;1991;0.382;0.168;0.651;0.509
"Mãe do Rio";Pará;Norte;2000;0.466;0.254;0.728;0.546
"Mãe do Rio";Pará;Norte;2010;0.599;0.458;0.763;0.615
"Magalhães Barata";Pará;Norte;1991;0.342;0.155;0.625;0.414
"Magalhães Barata";Pará;Norte;2000;0.429;0.260;0.709;0.428
"Magalhães Barata";Pará;Norte;2010;0.597;0.507;0.801;0.524
Marabá;Pará;Norte;1991;0.401;0.187;0.613;0.561
Marabá;Pará;Norte;2000;0.536;0.351;0.707;0.621
Marabá;Pará;Norte;2010;0.668;0.564;0.785;0.673
Maracanã;Pará;Norte;1991;0.313;0.110;0.643;0.432
Maracanã;Pará;Norte;2000;0.406;0.215;0.697;0.447
Maracanã;Pará;Norte;2010;0.570;0.454;0.764;0.534
Marapanim;Pará;Norte;1991;0.337;0.135;0.622;0.457
Marapanim;Pará;Norte;2000;0.448;0.254;0.742;0.478
Marapanim;Pará;Norte;2010;0.609;0.521;0.760;0.570
Marituba;Pará;Norte;1991;0.397;0.202;0.612;0.508
Marituba;Pará;Norte;2000;0.505;0.342;0.679;0.556
Marituba;Pará;Norte;2010;0.676;0.628;0.793;0.621
Medicilândia;Pará;Norte;1991;0.293;0.074;0.636;0.532
Medicilândia;Pará;Norte;2000;0.470;0.219;0.754;0.627
Medicilândia;Pará;Norte;2010;0.582;0.408;0.800;0.605
Melgaço;Pará;Norte;1991;0.177;0.024;0.547;0.423
Melgaço;Pará;Norte;2000;0.260;0.065;0.665;0.406
Melgaço;Pará;Norte;2010;0.418;0.207;0.776;0.454
Mocajuba;Pará;Norte;1991;0.354;0.148;0.656;0.458
Mocajuba;Pará;Norte;2000;0.443;0.252;0.707;0.488
Mocajuba;Pará;Norte;2010;0.575;0.467;0.754;0.539
Moju;Pará;Norte;1991;0.289;0.085;0.607;0.468
Moju;Pará;Norte;2000;0.399;0.178;0.714;0.498
Moju;Pará;Norte;2010;0.547;0.375;0.757;0.578
"Monte Alegre";Pará;Norte;1991;0.349;0.136;0.664;0.470
"Monte Alegre";Pará;Norte;2000;0.467;0.273;0.744;0.502
"Monte Alegre";Pará;Norte;2010;0.589;0.495;0.764;0.541
Muaná;Pará;Norte;1991;0.305;0.087;0.657;0.495
Muaná;Pará;Norte;2000;0.350;0.124;0.711;0.487
Muaná;Pará;Norte;2010;0.547;0.391;0.775;0.540
"Nova Esperança do Piriá";Pará;Norte;1991;0.229;0.048;0.575;0.435
"Nova Esperança do Piriá";Pará;Norte;2000;0.315;0.093;0.684;0.490
"Nova Esperança do Piriá";Pará;Norte;2010;0.502;0.346;0.757;0.482
"Nova Ipixuna";Pará;Norte;1991;0.238;0.048;0.609;0.464
"Nova Ipixuna";Pará;Norte;2000;0.432;0.201;0.718;0.559
"Nova Ipixuna";Pará;Norte;2010;0.581;0.435;0.766;0.590
"Nova Timboteua";Pará;Norte;1991;0.361;0.172;0.577;0.476
"Nova Timboteua";Pará;Norte;2000;0.469;0.297;0.684;0.508
"Nova Timboteua";Pará;Norte;2010;0.609;0.507;0.791;0.564
"Novo Progresso";Pará;Norte;1991;0.377;0.121;0.727;0.611
"Novo Progresso";Pará;Norte;2000;0.466;0.191;0.805;0.657
"Novo Progresso";Pará;Norte;2010;0.673;0.519;0.828;0.709
"Novo Repartimento";Pará;Norte;1991;0.222;0.043;0.571;0.444
"Novo Repartimento";Pará;Norte;2000;0.372;0.154;0.669;0.500
"Novo Repartimento";Pará;Norte;2010;0.537;0.376;0.741;0.557
Óbidos;Pará;Norte;1991;0.347;0.140;0.625;0.479
Óbidos;Pará;Norte;2000;0.452;0.269;0.711;0.484
Óbidos;Pará;Norte;2010;0.594;0.499;0.756;0.556
"Oeiras do Pará";Pará;Norte;1991;0.268;0.063;0.643;0.476
"Oeiras do Pará";Pará;Norte;2000;0.360;0.144;0.705;0.460
"Oeiras do Pará";Pará;Norte;2010;0.507;0.344;0.754;0.502
Oriximiná;Pará;Norte;1991;0.390;0.184;0.610;0.530
Oriximiná;Pará;Norte;2000;0.517;0.335;0.733;0.562
Oriximiná;Pará;Norte;2010;0.623;0.520;0.778;0.599
Ourém;Pará;Norte;1991;0.332;0.133;0.612;0.451
Ourém;Pará;Norte;2000;0.436;0.236;0.707;0.496
Ourém;Pará;Norte;2010;0.568;0.438;0.727;0.575
"Ourilândia do Norte";Pará;Norte;1991;0.309;0.085;0.623;0.555
"Ourilândia do Norte";Pará;Norte;2000;0.438;0.196;0.726;0.589
"Ourilândia do Norte";Pará;Norte;2010;0.624;0.467;0.795;0.653
Pacajá;Pará;Norte;1991;0.257;0.066;0.597;0.431
Pacajá;Pará;Norte;2000;0.340;0.101;0.712;0.548
Pacajá;Pará;Norte;2010;0.515;0.338;0.746;0.541
"Palestina do Pará";Pará;Norte;1991;0.295;0.101;0.613;0.415
"Palestina do Pará";Pará;Norte;2000;0.455;0.243;0.716;0.541
"Palestina do Pará";Pará;Norte;2010;0.589;0.467;0.761;0.574
Paragominas;Pará;Norte;1991;0.336;0.117;0.591;0.549
Paragominas;Pará;Norte;2000;0.471;0.254;0.684;0.600
Paragominas;Pará;Norte;2010;0.645;0.514;0.781;0.667
Parauapebas;Pará;Norte;1991;0.439;0.199;0.678;0.626
Parauapebas;Pará;Norte;2000;0.553;0.361;0.726;0.646
Parauapebas;Pará;Norte;2010;0.715;0.644;0.809;0.701
"Pau D'Arco";Pará;Norte;1991;0.230;0.040;0.632;0.479
"Pau D'Arco";Pará;Norte;2000;0.401;0.182;0.714;0.495
"Pau D'Arco";Pará;Norte;2010;0.574;0.443;0.748;0.571
Peixe-Boi;Pará;Norte;1991;0.337;0.152;0.569;0.442
Peixe-Boi;Pará;Norte;2000;0.446;0.277;0.662;0.484
Peixe-Boi;Pará;Norte;2010;0.581;0.478;0.754;0.543
Piçarra;Pará;Norte;1991;0.208;0.034;0.632;0.421
Piçarra;Pará;Norte;2000;0.370;0.129;0.724;0.543
Piçarra;Pará;Norte;2010;0.563;0.402;0.792;0.561
Placas;Pará;Norte;1991;0.276;0.062;0.651;0.522
Placas;Pará;Norte;2000;0.390;0.156;0.714;0.531
Placas;Pará;Norte;2010;0.552;0.404;0.770;0.541
"Ponta de Pedras";Pará;Norte;1991;0.335;0.124;0.656;0.461
"Ponta de Pedras";Pará;Norte;2000;0.444;0.252;0.711;0.488
"Ponta de Pedras";Pará;Norte;2010;0.562;0.412;0.773;0.558
Portel;Pará;Norte;1991;0.272;0.069;0.636;0.461
Portel;Pará;Norte;2000;0.359;0.129;0.714;0.503
Portel;Pará;Norte;2010;0.483;0.286;0.767;0.513
"Porto de Moz";Pará;Norte;1991;0.218;0.034;0.651;0.469
"Porto de Moz";Pará;Norte;2000;0.360;0.136;0.699;0.490
"Porto de Moz";Pará;Norte;2010;0.503;0.322;0.770;0.512
Prainha;Pará;Norte;1991;0.245;0.056;0.604;0.436
Prainha;Pará;Norte;2000;0.361;0.160;0.673;0.437
Prainha;Pará;Norte;2010;0.523;0.359;0.779;0.512
Primavera;Pará;Norte;1991;0.248;0.070;0.592;0.370
Primavera;Pará;Norte;2000;0.430;0.239;0.697;0.477
Primavera;Pará;Norte;2010;0.577;0.435;0.772;0.571
Quatipuru;Pará;Norte;1991;0.270;0.082;0.560;0.431
Quatipuru;Pará;Norte;2000;0.406;0.220;0.662;0.460
Quatipuru;Pará;Norte;2010;0.543;0.397;0.732;0.550
Redenção;Pará;Norte;1991;0.374;0.132;0.693;0.573
Redenção;Pará;Norte;2000;0.530;0.320;0.738;0.630
Redenção;Pará;Norte;2010;0.672;0.561;0.804;0.674
"Rio Maria";Pará;Norte;1991;0.295;0.076;0.632;0.536
"Rio Maria";Pará;Norte;2000;0.499;0.276;0.724;0.623
"Rio Maria";Pará;Norte;2010;0.638;0.495;0.804;0.651
"Rondon do Pará";Pará;Norte;1991;0.392;0.166;0.637;0.569
"Rondon do Pará";Pará;Norte;2000;0.461;0.239;0.696;0.590
"Rondon do Pará";Pará;Norte;2010;0.602;0.457;0.788;0.606
Rurópolis;Pará;Norte;1991;0.257;0.074;0.547;0.418
Rurópolis;Pará;Norte;2000;0.421;0.208;0.665;0.541
Rurópolis;Pará;Norte;2010;0.548;0.392;0.764;0.548
Salinópolis;Pará;Norte;1991;0.399;0.194;0.673;0.486
Salinópolis;Pará;Norte;2000;0.517;0.310;0.758;0.589
Salinópolis;Pará;Norte;2010;0.647;0.541;0.798;0.628
Salvaterra;Pará;Norte;1991;0.391;0.171;0.677;0.515
Salvaterra;Pará;Norte;2000;0.478;0.286;0.745;0.514
Salvaterra;Pará;Norte;2010;0.608;0.488;0.793;0.580
"Santa Bárbara do Pará";Pará;Norte;1991;0.369;0.183;0.604;0.455
"Santa Bárbara do Pará";Pará;Norte;2000;0.505;0.372;0.669;0.516
"Santa Bárbara do Pará";Pará;Norte;2010;0.627;0.546;0.784;0.575
