Founder;GrauAcademico;BeginYear;EndYear;Momento;NomeIES;SiglaIES;Categoria;OrganizacaoAcademica;IGCContinuo;IGCFaixa;LatitudeIES;LongitudeIES;CidadeIES;EstadoIES;RegiaoIES;EhCidadeIESCapital;OrganizationID;AnoCriacao;LatitudeStartup;LongitudeStartup;P;CidadeStartup;EstadoStartup;EhCidadeStartupCapital;RegiaoStartup
5eb242e1a7e8c4bce174095f;Graduação;1994;2000;Antes;"Universidade de São Paulo";USP;Pública;Universidade;NULL;NULL;-23.561399100000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;bm-fbovespa-s-a-;2008;-23.545538700000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb242e1a7e8c4bce174095f;Mestrado;2007;2009;Antes;"INSPER INSTITUTO DE ENSINO E PESQUISA";INSPER;Privada;Faculdade;3.996030000000000000;5;-23.598343500000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;bm-fbovespa-s-a-;2008;-23.545538700000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb242e9a7e8c4bce1740965;Graduação;2013;2016;Depois;"CENTRO UNIVERSITÁRIO ANHANGUERA DE SANTO ANDRÉ";UNIA;Privada;"Centro Universitário";1.945680000000000000;3;-23.662303800000000000;-46.530874000000000000;"Santo André";"São Paulo";Sudeste;0;bm-fbovespa-s-a-;2008;-23.545538700000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb242efa7e8c4bce1740969;Graduação;2006;2009;Antes;"FACULDADE ARMANDO ALVARES PENTEADO";FA-FAAP;Privada;Faculdade;2.440290000000000000;3;-23.545035800000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;bm-fbovespa-s-a-;2008;-23.545538700000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb242efa7e8c4bce1740969;Graduação;2014;2016;Depois;"UNIVERSIDADE ANHEMBI MORUMBI";UAM;Privada;Universidade;3.076210000000000000;4;-23.600097700000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;bm-fbovespa-s-a-;2008;-23.545538700000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb242efa7e8c4bce1740969;Graduação;2001;2004;Antes;"FACULDADE ARMANDO ALVARES PENTEADO";FA-FAAP;Privada;Faculdade;2.440290000000000000;3;-23.545035800000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;bm-fbovespa-s-a-;2008;-23.545538700000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb242f3a7e8c4bce174096b;Graduação;1996;2000;Antes;"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO";PUCSP;Privada;Universidade;3.725610000000000000;4;-23.537920100000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;bm-fbovespa-s-a-;2008;-23.545538700000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb242f3a7e8c4bce174096b;MBA;2009;2010;Depois;"ESCOLA DE CIÊNCIAS SOCIAIS";FGVSP;Privada;Faculdade;4.780440000000000000;5;-22.941373000000000000;-43.227875000000000000;"Rio de Janeiro";"Rio de Janeiro";Sudeste;1;bm-fbovespa-s-a-;2008;-23.545538700000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb242fca7e8c4bce1740971;Graduação;2003;2011;Antes;"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL";PUCRS;Privada;Universidade;3.664940000000000000;4;-30.058925000000000000;-51.228660000000000000;"Porto Alegre";"Rio Grande do Sul";Sul;1;bm-fbovespa-s-a-;2008;-23.545538700000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb242fea7e8c4bce1740973;Graduação;2008;2011;Antes;"CENTRO UNIVERSITÁRIO DE ANÁPOLIS";UNIEVANGÉLICA;Privada;"Centro Universitário";3.028770000000000000;4;-16.293056700000000000;-48.957218000000000000;Anápolis;Goiás;Centro-Oeste;0;bm-fbovespa-s-a-;2008;-23.545538700000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb24306a7e8c4bce1740975;Graduação;2002;2006;Antes;"UNIVERSIDADE DO VALE DO ITAJAÍ";UNIVALI;Privada;Universidade;3.114830000000000000;4;-26.916132900000000000;-48.657023000000000000;Itajaí;"Santa Catarina";Sul;0;bm-fbovespa-s-a-;2008;-23.545538700000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb24306a7e8c4bce1740975;MBA;2019;NULL;NULL;"FACULDADE IBMEC";IBMEC;Privada;Faculdade;3.327430000000000000;4;-25.427272800000000000;-49.271848000000000000;Curitiba;Paraná;Sul;1;bm-fbovespa-s-a-;2008;-23.545538700000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb24306a7e8c4bce1740975;Mestrado;2009;2011;Depois;"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA";UDESC;Pública;Universidade;3.504450000000000000;4;-27.585958700000000000;-48.547637000000000000;Florianópolis;"Santa Catarina";Sul;1;bm-fbovespa-s-a-;2008;-23.545538700000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb2430da7e8c4bce1740977;Graduação;2003;NULL;NULL;"UNIVERSIDADE NOVE DE JULHO";UNINOVE;Privada;Universidade;3.032690000000000000;4;-23.669924000000000000;-46.458262000000000000;Mauá;"São Paulo";Sudeste;0;bm-fbovespa-s-a-;2008;-23.545538700000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb2430da7e8c4bce1740977;Graduação;2017;2018;Depois;"Universidade Universus Veritas Guarulhos";"Univeritas UNG";Privada;Universidade;2.541730000000000000;3;-23.470360000000000000;-46.531084000000000000;Guarulhos;"São Paulo";Sudeste;0;bm-fbovespa-s-a-;2008;-23.545538700000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb242bba7e8c4bce1740947;MBA;NULL;NULL;NULL;"ESCOLA DE CIÊNCIAS SOCIAIS";FGVSP;Privada;Faculdade;4.780440000000000000;5;-22.941373000000000000;-43.227875000000000000;"Rio de Janeiro";"Rio de Janeiro";Sudeste;1;bmsix;2011;-23.545435800000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb242a4a7e8c4bce174093b;Graduação;1995;2001;Antes;"Universidade de São Paulo";USP;Pública;Universidade;NULL;NULL;-23.561399100000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;boaconsulta-com;2012;-23.567387000000000000;-46.570383000000000000;1872.716825;"São Paulo";"São Paulo";1;Sudeste
5eb242a6a7e8c4bce174093d;Graduação;2008;2012;Antes;"Universidade de São Paulo";USP;Pública;Universidade;NULL;NULL;-23.561399100000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;boaconsulta-com;2012;-23.567387000000000000;-46.570383000000000000;1872.716825;"São Paulo";"São Paulo";1;Sudeste
5eb242a9a7e8c4bce174093f;Graduação;2004;2008;Antes;"ESCOLA DE CIÊNCIAS SOCIAIS";FGVSP;Privada;Faculdade;4.780440000000000000;5;-22.941373000000000000;-43.227875000000000000;"Rio de Janeiro";"Rio de Janeiro";Sudeste;1;boaconsulta-com;2012;-23.567387000000000000;-46.570383000000000000;1872.716825;"São Paulo";"São Paulo";1;Sudeste
5eb242b8a7e8c4bce1740943;Doutorado/PHD;1995;2001;Antes;"UNIVERSIDADE FEDERAL DE MINAS GERAIS";UFMG;Pública;Universidade;4.249650000000000000;5;-19.870682000000000000;-43.926453000000000000;"Belo Horizonte";"Minas Gerais";Sudeste;1;boaconsulta-com;2012;-23.567387000000000000;-46.570383000000000000;1872.716825;"São Paulo";"São Paulo";1;Sudeste
5eb2429fa7e8c4bce1740931;Graduação;2008;2014;Antes;"UNIVERSIDADE ESTADUAL DE CAMPINAS";UNICAMP;Pública;Universidade;4.399270000000000000;5;-22.818439300000000000;-47.060156000000000000;Campinas;"São Paulo";Sudeste;0;boilesen-associates;2015;-22.838195500000000000;-47.060156000000000000;NULL;Campinas;"São Paulo";0;Sudeste
5eb2428ea7e8c4bce174091d;Especialização;2007;2008;Antes;"UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO";UFES;Pública;Universidade;3.512710000000000000;4;-20.276954900000000000;-40.322209000000000000;Vitória;"Espírito Santo";Sudeste;1;book4you-2;2015;-23.563489800000000000;-46.570383000000000000;91.696191;"São Paulo";"São Paulo";1;Sudeste
5eb2428ea7e8c4bce174091d;Doutorado/PHD;2003;2007;Antes;"FACULDADE DE DIREITO DE VITÓRIA";FDV;Privada;Faculdade;4.118460000000000000;5;-20.294186400000000000;-40.322209000000000000;Vitória;"Espírito Santo";Sudeste;1;book4you-2;2015;-23.563489800000000000;-46.570383000000000000;91.696191;"São Paulo";"São Paulo";1;Sudeste
5eb24292a7e8c4bce174091f;Graduação;2003;2008;Antes;"UNIVERSIDADE FEDERAL FLUMINENSE";UFF;Pública;Universidade;3.548600000000000000;4;-22.506290300000000000;-44.093522000000000000;"Volta Redonda";"Rio de Janeiro";Sudeste;0;book4you-2;2015;-23.563489800000000000;-46.570383000000000000;91.696191;"São Paulo";"São Paulo";1;Sudeste
5eb24292a7e8c4bce174091f;Graduação;2019;2023;Depois;"CENTRO UNIVERSITÁRIO IBMR";"CENTRO UNIVERSITÁRIO IBMR";Privada;"Centro Universitário";2.789480000000000000;3;-23.001118100000000000;-43.227875000000000000;"Rio de Janeiro";"Rio de Janeiro";Sudeste;1;book4you-2;2015;-23.563489800000000000;-46.570383000000000000;91.696191;"São Paulo";"São Paulo";1;Sudeste
5eb24283a7e8c4bce1740917;Mestrado;2007;2009;Antes;"UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI";UNIFEI;Pública;Universidade;3.419560000000000000;4;-22.412397000000000000;-45.464583000000000000;Itajubá;"Minas Gerais";Sudeste;0;boomerangoo;2017;-23.544920400000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb24283a7e8c4bce1740917;Graduação;2002;2007;Antes;"UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI";UNIFEI;Pública;Universidade;3.419560000000000000;4;-22.412397000000000000;-45.464583000000000000;Itajubá;"Minas Gerais";Sudeste;0;boomerangoo;2017;-23.544920400000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb2427aa7e8c4bce1740911;Especialização;2010;2010;Antes;"FACULDADE FIA DE ADMINISTRAÇÃO E NEGÓCIOS";FFIA;Privada;Faculdade;3.738760000000000000;4;-23.565587100000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;bossa-box;2016;-23.596645200000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb2427aa7e8c4bce1740911;Graduação;2004;2009;Antes;"Universidade de São Paulo";USP;Pública;Universidade;NULL;NULL;-23.561399100000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;bossa-box;2016;-23.596645200000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb24273a7e8c4bce174090d;Graduação;2009;2014;Antes;"UNIVERSIDADE FEDERAL DO RIO DE JANEIRO";UFRJ;Pública;Universidade;4.076550000000000000;5;-22.861707700000000000;-43.227875000000000000;"Rio de Janeiro";"Rio de Janeiro";Sudeste;1;botfy;2016;-22.955289500000000000;-43.227875000000000000;NULL;"Rio de Janeiro";"Rio de Janeiro";1;Sudeste
5eb2426ba7e8c4bce17408fb;Graduação;2015;2018;Depois;"UNIVERSIDADE LUTERANA DO BRASIL";ULBRA;Privada;Universidade;2.845050000000000000;3;-25.434415300000000000;-49.271848000000000000;Curitiba;Paraná;Sul;1;br-supply;2007;-29.704541000000000000;-51.146235000000000000;106.572053;"São Leopoldo";"Rio Grande do Sul";0;Sul
5eb2426ba7e8c4bce17408fb;Graduação;NULL;NULL;NULL;"CENTRO UNIVERSITÁRIO INTERNACIONAL";UNINTER;Privada;"Centro Universitário";2.988350000000000000;4;-25.431469500000000000;-49.271848000000000000;Curitiba;Paraná;Sul;1;br-supply;2007;-29.704541000000000000;-51.146235000000000000;106.572053;"São Leopoldo";"Rio Grande do Sul";0;Sul
5eb2426ea7e8c4bce17408fd;Graduação;1978;1982;Antes;"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";UFRGS;Pública;Universidade;4.297140000000000000;5;-30.033240800000000000;-51.228660000000000000;"Porto Alegre";"Rio Grande do Sul";Sul;1;br-supply;2007;-29.704541000000000000;-51.146235000000000000;106.572053;"São Leopoldo";"Rio Grande do Sul";0;Sul
5eb24249a7e8c4bce17408e7;Graduação;1991;1996;Antes;"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO";PUCSP;Privada;Universidade;3.725610000000000000;4;-23.537920100000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;brainenergy;2012;-30.030037000000000000;-51.228660000000000000;NULL;"Porto Alegre";"Rio Grande do Sul";1;Sul
5eb24240a7e8c4bce17408d9;Graduação;2012;2014;Antes;"CENTRO UNIVERSITÁRIO ANHANGUERA DE SANTO ANDRÉ";UNIA;Privada;"Centro Universitário";1.945680000000000000;3;-23.662303800000000000;-46.530874000000000000;"Santo André";"São Paulo";Sudeste;0;brasil-kirin;2012;-23.603949000000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb24242a7e8c4bce17408db;Graduação;2004;2008;Antes;"FACULDADES SPEI";FACSPEI;Privada;Faculdade;1.934440000000000000;2;-25.431716500000000000;-49.271848000000000000;Curitiba;Paraná;Sul;1;brasil-kirin;2012;-23.603949000000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb2423da7e8c4bce17408d3;Graduação;2010;2015;Antes;"UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL";UERGS;Pública;Universidade;3.183270000000000000;4;-31.307205300000000000;-54.107083000000000000;Bagé;"Rio Grande do Sul";Sul;0;brasil-paralelo;2016;-30.018180300000000000;-51.228660000000000000;NULL;"Porto Alegre";"Rio Grande do Sul";1;Sul
5eb24238a7e8c4bce17408cd;MBA;2013;2014;Depois;"FACULDADE ESAMC SOROCABA";ESAMC;Privada;Faculdade;2.534940000000000000;3;-23.502776400000000000;-47.457853000000000000;Sorocaba;"São Paulo";Sudeste;0;brasil-work-serviços-de-internet;2006;-18.942195300000000000;-46.997438000000000000;NULL;Patrocínio;"Minas Gerais";0;Sudeste
5eb24234a7e8c4bce17408c9;Graduação;2007;2010;Antes;"ESCOLA SUPERIOR DE PROPAGANDA E MARKETING";ESPM;Privada;Faculdade;3.058100000000000000;4;-23.590000000000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;brasilbybus-com;2012;-23.633664000000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb2420ca7e8c4bce17408a1;Especialização;2004;2006;Antes;"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA";UDESC;Pública;Universidade;3.504450000000000000;4;-27.585958700000000000;-48.547637000000000000;Florianópolis;"Santa Catarina";Sul;1;brcondos;2013;-26.294791900000000000;-48.849409000000000000;NULL;Joinville;"Santa Catarina";0;Sul
5eb2420ea7e8c4bce17408a3;Graduação;2018;2021;Depois;"UNIVERSIDADE ESTADUAL DE PONTA GROSSA";UEPG;Pública;Universidade;3.369410000000000000;4;-25.086623300000000000;-50.161442000000000000;"Ponta Grossa";Paraná;Sul;0;brcondos;2013;-26.294791900000000000;-48.849409000000000000;NULL;Joinville;"Santa Catarina";0;Sul
5eb24219a7e8c4bce17408a9;Especialização;2012;NULL;NULL;"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS";"PUC MINAS";Privada;Universidade;3.117290000000000000;4;-19.922862200000000000;-43.926453000000000000;"Belo Horizonte";"Minas Gerais";Sudeste;1;brcondos;2013;-26.294791900000000000;-48.849409000000000000;NULL;Joinville;"Santa Catarina";0;Sul
5eb24219a7e8c4bce17408a9;Graduação;NULL;NULL;NULL;"CENTRO UNIVERSITÁRIO UNA";UNA;Privada;"Centro Universitário";3.143660000000000000;4;-19.929961300000000000;-43.926453000000000000;"Belo Horizonte";"Minas Gerais";Sudeste;1;brcondos;2013;-26.294791900000000000;-48.849409000000000000;NULL;Joinville;"Santa Catarina";0;Sul
5eb2421aa7e8c4bce17408ab;Graduação;2012;2017;Antes;"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS";"PUC MINAS";Privada;Universidade;3.117290000000000000;4;-19.922862200000000000;-43.926453000000000000;"Belo Horizonte";"Minas Gerais";Sudeste;1;brcondos;2013;-26.294791900000000000;-48.849409000000000000;NULL;Joinville;"Santa Catarina";0;Sul
5eb24220a7e8c4bce17408ad;Graduação;2005;2009;Antes;"UNIVERSIDADE PRESIDENTE ANTÔNIO CARLOS";UNIPAC;Privada;"Centro Universitário";2.159710000000000000;3;-22.427373900000000000;-45.464583000000000000;Itajubá;"Minas Gerais";Sudeste;0;brcondos;2013;-26.294791900000000000;-48.849409000000000000;NULL;Joinville;"Santa Catarina";0;Sul
5eb24220a7e8c4bce17408ad;MBA;2010;2012;Antes;"ESCOLA DE CIÊNCIAS SOCIAIS";FGVSC;Privada;Faculdade;4.780440000000000000;5;-22.941373000000000000;-43.227875000000000000;"Rio de Janeiro";"Rio de Janeiro";Sudeste;1;brcondos;2013;-26.294791900000000000;-48.849409000000000000;NULL;Joinville;"Santa Catarina";0;Sul
5eb24222a7e8c4bce17408af;Graduação;2006;2010;Antes;"CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL INACIANA PE SABÓIA DE MEDEIROS";FEI;Privada;"Centro Universitário";3.186870000000000000;4;-23.724241200000000000;-46.550257000000000000;"São Bernardo do Campo";"São Paulo";Sudeste;0;brcondos;2013;-26.294791900000000000;-48.849409000000000000;NULL;Joinville;"Santa Catarina";0;Sul
5eb2420aa7e8c4bce1740899;Graduação;2009;2012;Antes;"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ";PUCPR;Privada;Universidade;3.412940000000000000;4;-25.451866900000000000;-49.271848000000000000;Curitiba;Paraná;Sul;1;brg-educacional;2016;-25.420319400000000000;-49.271848000000000000;NULL;Curitiba;Paraná;1;Sul
5eb2420aa7e8c4bce1740899;Graduação;2005;2010;Antes;"UNIVERSIDADE FEDERAL DO PARANÁ";UFPR;Pública;Universidade;3.969940000000000000;5;-25.426908100000000000;-49.271848000000000000;Curitiba;Paraná;Sul;1;brg-educacional;2016;-25.420319400000000000;-49.271848000000000000;NULL;Curitiba;Paraná;1;Sul
5eb24207a7e8c4bce1740891;Graduação;2008;2010;Antes;"UNIVERSIDADE FEEVALE";FEEVALE;Privada;Universidade;3.170690000000000000;4;-29.662867200000000000;-51.128605000000000000;"Novo Hamburgo";"Rio Grande do Sul";Sul;0;bringup-2ac0;2011;-29.670114000000000000;-51.128605000000000000;NULL;"Novo Hamburgo";"Rio Grande do Sul";0;Sul
5eb24201a7e8c4bce174088b;Graduação;2005;2012;Antes;"UNIVERSIDADE FEDERAL DE CAMPINA GRANDE";UFCG;Pública;Universidade;3.308210000000000000;4;-7.217136800000000000;-35.883859000000000000;"Campina Grande";Paraíba;Nordeste;0;brisa-robotica;2018;-8.254815200000000000;-35.038489000000000000;NULL;"Cabo de Santo Agostinho";Pernambuco;0;Nordeste
5eb241eea7e8c4bce1740881;MBA;2013;2014;Antes;"FACULDADE IBMEC";IBMEC;Privada;Faculdade;3.327430000000000000;4;-25.427272800000000000;-49.271848000000000000;Curitiba;Paraná;Sul;1;broota-brasil;2014;-23.593174800000000000;-46.570383000000000000;42.614932;"São Paulo";"São Paulo";1;Sudeste
5eb241f5a7e8c4bce1740883;MBA;2008;2010;Antes;"FACULDADE SÃO JOSÉ";FSJ;Privada;"Centro Universitário";3.006840000000000000;4;-25.535748400000000000;-49.200082000000000000;"São José dos Pinhais";Paraná;Sul;0;broota-brasil;2014;-23.593174800000000000;-46.570383000000000000;42.614932;"São Paulo";"São Paulo";1;Sudeste
5eb241f5a7e8c4bce1740883;MBA;2008;2011;Antes;"FACULDADE SÃO JOSÉ";FSJ;Privada;"Centro Universitário";3.006840000000000000;4;-25.535748400000000000;-49.200082000000000000;"São José dos Pinhais";Paraná;Sul;0;broota-brasil;2014;-23.593174800000000000;-46.570383000000000000;42.614932;"São Paulo";"São Paulo";1;Sudeste
5eb241fca7e8c4bce1740887;Graduação;1998;2002;Antes;"ESCOLA DE CIÊNCIAS SOCIAIS";FGVSP;Privada;Faculdade;4.780440000000000000;5;-22.941373000000000000;-43.227875000000000000;"Rio de Janeiro";"Rio de Janeiro";Sudeste;1;broota-brasil;2014;-23.593174800000000000;-46.570383000000000000;42.614932;"São Paulo";"São Paulo";1;Sudeste
5eb241eaa7e8c4bce174087d;MBA;2019;2020;Depois;"UNIVERSIDADE FEDERAL DO PARANÁ";UFPR;Pública;Universidade;3.969940000000000000;5;-25.426908100000000000;-49.271848000000000000;Curitiba;Paraná;Sul;1;brothers-marketing;2009;-25.404297300000000000;-49.271848000000000000;NULL;Curitiba;Paraná;1;Sul
5eb241dea7e8c4bce1740875;Mestrado;2011;2013;Antes;"ESCOLA DE CIÊNCIAS SOCIAIS";FGVSP;Privada;Faculdade;4.780440000000000000;5;-22.941373000000000000;-43.227875000000000000;"Rio de Janeiro";"Rio de Janeiro";Sudeste;1;brused;2013;-23.565805900000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb241e8a7e8c4bce1740879;Graduação;2005;2009;Antes;"INSPER INSTITUTO DE ENSINO E PESQUISA";INSPER;Privada;Faculdade;3.996030000000000000;5;-23.598343500000000000;-46.570383000000000000;"São Paulo";"São Paulo";Sudeste;1;brused;2013;-23.565805900000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb241dba7e8c4bce1740871;Graduação;2020;2023;Depois;"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ";PUCPR;Privada;Universidade;3.412940000000000000;4;-25.451866900000000000;-49.271848000000000000;Curitiba;Paraná;Sul;1;bsa360;2017;-25.432956000000000000;-49.271848000000000000;NULL;Curitiba;Paraná;1;Sul
5eb241dba7e8c4bce1740871;Graduação;2005;2009;Antes;"UNIVERSIDADE PAULISTA";UNIP;Privada;Universidade;2.691250000000000000;3;-25.439131500000000000;-49.271848000000000000;Curitiba;Paraná;Sul;1;bsa360;2017;-25.432956000000000000;-49.271848000000000000;NULL;Curitiba;Paraná;1;Sul
5eb241dba7e8c4bce1740871;Graduação;2015;2016;Antes;"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ";PUCPR;Privada;Universidade;3.412940000000000000;4;-25.451866900000000000;-49.271848000000000000;Curitiba;Paraná;Sul;1;bsa360;2017;-25.432956000000000000;-49.271848000000000000;NULL;Curitiba;Paraná;1;Sul
5eb241dba7e8c4bce1740871;Graduação;2013;2014;Antes;"UNIVERSIDADE FEEVALE";FEEVALE;Privada;Universidade;3.170690000000000000;4;-29.662867200000000000;-51.128605000000000000;"Novo Hamburgo";"Rio Grande do Sul";Sul;0;bsa360;2017;-25.432956000000000000;-49.271848000000000000;NULL;Curitiba;Paraná;1;Sul
5eb241bca7e8c4bce1740849;Graduação;2002;2006;Antes;"INSTITUTO TECNOLÓGICO DE AERONÁUTICA";ITA;Pública;Faculdade;4.262930000000000000;5;-23.210871400000000000;-45.884175000000000000;"São José dos Campos";"São Paulo";Sudeste;0;buser;2016;-23.517307800000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb241bfa7e8c4bce174084b;Graduação;2004;2009;Antes;"INSTITUTO TECNOLÓGICO DE AERONÁUTICA";ITA;Pública;Faculdade;4.262930000000000000;5;-23.210871400000000000;-45.884175000000000000;"São José dos Campos";"São Paulo";Sudeste;0;buser;2016;-23.517307800000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb241c1a7e8c4bce174084d;Graduação;2003;2007;Antes;"UNIVERSIDADE FEDERAL DE MINAS GERAIS";UFMG;Pública;Universidade;4.249650000000000000;5;-19.870682000000000000;-43.926453000000000000;"Belo Horizonte";"Minas Gerais";Sudeste;1;buser;2016;-23.517307800000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb241b7a7e8c4bce1740845;Graduação;2007;2010;Antes;"UNIVERSIDADE ESTÁCIO DE SÁ";UNESA;Privada;Universidade;2.701880000000000000;3;-25.431711600000000000;-49.271848000000000000;Curitiba;Paraná;Sul;1;busque;2014;-25.513187800000000000;-49.271848000000000000;NULL;Curitiba;Paraná;1;Sul
5eb241aaa7e8c4bce174083b;Graduação;2005;2008;Antes;"UNIVERSIDADE FEDERAL DE MINAS GERAIS";UFMG;Pública;Universidade;4.249650000000000000;5;-19.870682000000000000;-43.926453000000000000;"Belo Horizonte";"Minas Gerais";Sudeste;1;bússola-do-investidor;2007;-19.937855800000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb241aaa7e8c4bce174083b;Mestrado;2009;2011;Depois;"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO";PUC-RIO;Privada;Universidade;3.839080000000000000;4;-22.979396600000000000;-43.227875000000000000;"Rio de Janeiro";"Rio de Janeiro";Sudeste;1;bússola-do-investidor;2007;-19.937855800000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb241aea7e8c4bce174083d;Graduação;2005;2009;Antes;"UNIVERSIDADE FEDERAL DE MINAS GERAIS";UFMG;Pública;Universidade;4.249650000000000000;5;-19.870682000000000000;-43.926453000000000000;"Belo Horizonte";"Minas Gerais";Sudeste;1;bússola-do-investidor;2007;-19.937855800000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb241aea7e8c4bce174083d;Doutorado/PHD;2016;2020;Depois;"UNIVERSIDADE FEDERAL DE MINAS GERAIS";UFMG;Pública;Universidade;4.249650000000000000;5;-19.870682000000000000;-43.926453000000000000;"Belo Horizonte";"Minas Gerais";Sudeste;1;bússola-do-investidor;2007;-19.937855800000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb241aea7e8c4bce174083d;Mestrado;2010;2012;Depois;"UNIVERSIDADE FEDERAL DE MINAS GERAIS";UFMG;Pública;Universidade;4.249650000000000000;5;-19.870682000000000000;-43.926453000000000000;"Belo Horizonte";"Minas Gerais";Sudeste;1;bússola-do-investidor;2007;-19.937855800000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
5eb241b2a7e8c4bce174083f;Graduação;2010;2015;Depois;"CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS";CEFET/MG;Pública;"Centro Universitário";3.397300000000000000;4;-19.939060000000000000;-43.926453000000000000;"Belo Horizonte";"Minas Gerais";Sudeste;1;bússola-do-investidor;2007;-19.937855800000000000;-46.570383000000000000;NULL;"São Paulo";"São Paulo";1;Sudeste
